account_id,company_size,industry,region,plan_type,signup_date,monthly_revenue
A00501,solo,marketing_agency,Latin America,free,2024-09-27,0
A00502,solo,media,North America,pro,2025-11-07,12
A00503,solo,education,North America,free,2024-06-09,0
A00504,mid_market,ecommerce,Europe,team,2024-09-02,240
A00505,solo,tech_startup,North America,pro,2025-07-19,12
A00506,mid_market,real_estate,Latin America,pro,2024-06-09,12
A00507,small_business,marketing_agency,Asia,team,2025-02-22,150
A00508,solo,real_estate,North America,pro,2025-12-06,48
A00509,small_business,tech_startup,Europe,pro,2024-10-25,12
A00510,solo,ecommerce,North America,free,2024-08-25,0
A00511,mid_market,real_estate,Europe,pro,2024-10-22,36
A00512,mid_market,media,North America,team,2025-12-20,450
A00513,small_business,ecommerce,Europe,pro,2024-03-13,24
A00514,solo,tech_startup,Asia,pro,2024-09-27,24
A00515,small_business,marketing_agency,Europe,pro,2025-03-11,12
A00516,solo,education,Asia,free,2025-07-11,0
A00517,solo,media,North America,free,2024-08-18,0
A00518,solo,marketing_agency,Asia,free,2025-10-25,0
A00519,solo,tech_startup,Asia,pro,2024-06-01,36
A00520,solo,education,Latin America,pro,2024-05-25,12
A00521,solo,ecommerce,Europe,pro,2024-03-02,24
A00522,small_business,education,North America,pro,2024-11-10,36
A00523,mid_market,marketing_agency,Asia,team,2025-03-25,180
A00524,solo,education,North America,pro,2025-04-24,36
A00525,small_business,real_estate,Asia,pro,2025-12-17,48
A00526,mid_market,education,North America,team,2024-10-05,450
A00527,small_business,marketing_agency,Asia,team,2025-03-24,60
A00528,solo,tech_startup,North America,free,2025-09-04,0
A00529,solo,tech_startup,Europe,free,2024-02-10,0
A00530,small_business,real_estate,North America,team,2025-03-18,120
A00531,mid_market,education,Latin America,team,2025-09-10,300
A00532,mid_market,media,Europe,pro,2024-01-27,12
A00533,mid_market,education,North America,pro,2024-08-22,12
A00534,small_business,education,Asia,team,2026-02-22,120
A00535,solo,media,North America,pro,2025-08-13,12
A00536,mid_market,real_estate,Asia,team,2026-02-20,240
A00537,small_business,tech_startup,Europe,pro,2025-04-26,48
A00538,small_business,tech_startup,North America,free,2024-10-11,0
A00539,small_business,tech_startup,North America,pro,2024-07-04,48
A00540,solo,marketing_agency,Europe,pro,2025-10-12,48
A00541,small_business,real_estate,North America,team,2024-04-03,150
A00542,small_business,tech_startup,Europe,free,2024-12-22,0
A00543,small_business,marketing_agency,Europe,free,2025-02-22,0
A00544,solo,tech_startup,North America,pro,2024-12-07,36
A00545,solo,real_estate,Europe,free,2025-11-17,0
A00546,solo,ecommerce,North America,free,2024-04-17,0
A00547,small_business,tech_startup,Asia,team,2024-06-13,120
A00548,small_business,media,North America,team,2025-02-25,150
A00549,small_business,real_estate,North America,pro,2024-10-22,48
A00550,small_business,tech_startup,Europe,pro,2026-02-17,12
A00551,mid_market,ecommerce,North America,pro,2025-04-10,12
A00552,small_business,tech_startup,North America,team,2024-11-18,120
A00553,solo,tech_startup,Asia,pro,2024-11-27,12
A00554,solo,tech_startup,Asia,free,2026-03-02,0
A00555,mid_market,marketing_agency,Asia,pro,2025-02-17,12
A00556,small_business,real_estate,North America,pro,2025-11-04,48
A00557,solo,education,North America,pro,2025-02-27,12
A00558,solo,marketing_agency,Asia,free,2024-07-11,0
A00559,mid_market,tech_startup,Europe,team,2025-06-14,300
A00560,mid_market,ecommerce,North America,pro,2025-09-29,48
A00561,small_business,ecommerce,Europe,team,2025-10-02,150
A00562,mid_market,education,North America,team,2026-02-17,180
A00563,small_business,ecommerce,North America,team,2024-07-27,120
A00564,small_business,tech_startup,Asia,pro,2025-07-16,24
A00565,small_business,education,North America,pro,2024-10-21,48
A00566,small_business,real_estate,Asia,pro,2025-12-16,48
A00567,small_business,real_estate,Europe,pro,2024-05-04,12
A00568,solo,education,North America,free,2025-10-07,0
A00569,small_business,real_estate,Latin America,pro,2025-09-15,24
A00570,small_business,education,Europe,free,2025-12-27,0
A00571,solo,marketing_agency,Europe,free,2024-06-11,0
A00572,solo,marketing_agency,Latin America,free,2024-11-14,0
A00573,small_business,ecommerce,Europe,pro,2025-07-18,12
A00574,solo,education,North America,free,2025-07-19,0
A00575,solo,ecommerce,North America,free,2025-02-21,0
A00576,mid_market,real_estate,Europe,team,2024-04-05,240
A00577,mid_market,marketing_agency,North America,team,2024-04-26,450
A00578,solo,marketing_agency,Europe,pro,2024-04-30,24
A00579,small_business,media,Latin America,free,2025-05-25,0
A00580,solo,marketing_agency,North America,free,2026-01-03,0
A00581,mid_market,media,Europe,team,2024-10-25,300
A00582,mid_market,tech_startup,Asia,pro,2025-03-01,48
A00583,small_business,ecommerce,North America,free,2025-04-28,0
A00584,small_business,media,North America,pro,2024-09-06,48
A00585,small_business,marketing_agency,North America,pro,2025-07-18,24
A00586,small_business,ecommerce,North America,pro,2025-01-27,24
A00587,mid_market,media,Europe,team,2025-09-05,240
A00588,small_business,ecommerce,Europe,team,2024-03-12,120
A00589,small_business,tech_startup,Asia,free,2026-03-02,0
A00590,mid_market,ecommerce,Europe,pro,2025-02-28,36
A00591,solo,education,North America,free,2025-06-03,0
A00592,small_business,ecommerce,North America,pro,2024-09-30,12
A00593,solo,media,Europe,pro,2024-10-16,36
A00594,small_business,education,Europe,pro,2025-08-24,48
A00595,solo,media,North America,pro,2024-06-01,48
A00596,mid_market,tech_startup,Latin America,team,2025-07-05,450
A00597,solo,real_estate,North America,pro,2024-12-19,36
A00598,small_business,media,North America,free,2025-07-19,0
A00599,small_business,ecommerce,Asia,pro,2026-02-20,48
A00600,solo,ecommerce,Europe,pro,2025-04-11,36
A00601,solo,ecommerce,North America,free,2024-07-12,0
A00602,small_business,real_estate,North America,pro,2025-12-15,24
A00603,mid_market,education,Europe,pro,2025-08-08,48
A00604,small_business,ecommerce,Europe,team,2024-08-27,150
A00605,small_business,ecommerce,North America,pro,2024-02-14,36
A00606,solo,ecommerce,Asia,free,2026-02-01,0
A00607,solo,tech_startup,North America,pro,2025-04-29,48
A00608,solo,tech_startup,Europe,pro,2025-01-30,24
A00609,mid_market,marketing_agency,Latin America,team,2025-05-22,180
A00610,small_business,marketing_agency,Europe,free,2024-05-09,0
A00611,small_business,real_estate,Asia,team,2025-05-29,120
A00612,small_business,marketing_agency,North America,free,2024-04-12,0
A00613,solo,marketing_agency,North America,pro,2025-03-26,12
A00614,small_business,marketing_agency,Europe,free,2025-06-22,0
A00615,small_business,real_estate,Europe,pro,2025-04-12,12
A00616,mid_market,tech_startup,Europe,team,2026-01-09,240
A00617,small_business,ecommerce,North America,free,2025-02-23,0
A00618,small_business,real_estate,North America,team,2025-11-01,90
A00619,mid_market,media,Europe,team,2024-03-17,450
A00620,solo,media,North America,pro,2026-03-11,36
A00621,solo,tech_startup,Latin America,free,2024-12-12,0
A00622,small_business,tech_startup,Europe,team,2025-09-30,150
A00623,small_business,marketing_agency,North America,pro,2025-10-27,12
A00624,small_business,marketing_agency,Europe,pro,2024-12-02,48
A00625,small_business,tech_startup,Latin America,pro,2024-11-20,48
A00626,mid_market,media,Europe,team,2025-07-08,180
A00627,solo,ecommerce,Asia,free,2025-09-24,0
A00628,mid_market,tech_startup,North America,team,2024-03-11,240
A00629,small_business,education,Europe,team,2025-10-08,120
A00630,solo,education,Europe,pro,2024-08-20,12
A00631,small_business,ecommerce,North America,pro,2025-03-20,12
A00632,mid_market,marketing_agency,North America,team,2026-02-17,180
A00633,solo,tech_startup,Europe,pro,2025-03-30,24
A00634,solo,ecommerce,Asia,pro,2025-12-11,36
A00635,small_business,ecommerce,Asia,team,2024-01-30,60
A00636,small_business,media,Asia,pro,2024-11-28,12
A00637,solo,education,North America,free,2024-10-27,0
A00638,small_business,ecommerce,North America,free,2025-01-02,0
A00639,mid_market,tech_startup,North America,team,2025-01-18,450
A00640,small_business,marketing_agency,North America,pro,2024-05-29,24
A00641,small_business,media,North America,free,2025-06-27,0
A00642,small_business,marketing_agency,North America,pro,2025-02-25,24
A00643,mid_market,tech_startup,North America,team,2024-06-23,240
A00644,solo,education,North America,pro,2024-03-21,48
A00645,mid_market,real_estate,North America,team,2025-09-26,240
A00646,solo,tech_startup,Europe,free,2025-05-24,0
A00647,small_business,real_estate,North America,pro,2025-08-20,24
A00648,solo,media,Asia,pro,2024-08-25,48
A00649,small_business,education,North America,team,2025-10-15,120
A00650,solo,education,North America,free,2025-04-15,0
A00651,small_business,ecommerce,Asia,pro,2024-09-18,12
A00652,solo,education,North America,free,2025-04-21,0
A00653,small_business,ecommerce,Asia,free,2024-10-21,0
A00654,solo,media,North America,free,2025-11-24,0
A00655,small_business,marketing_agency,Asia,pro,2025-07-13,24
A00656,small_business,tech_startup,North America,team,2024-03-16,150
A00657,small_business,tech_startup,North America,pro,2024-12-19,36
A00658,small_business,marketing_agency,Europe,pro,2025-10-16,48
A00659,solo,ecommerce,Asia,pro,2025-12-07,36
A00660,mid_market,media,Latin America,team,2025-04-12,300
A00661,solo,ecommerce,Asia,pro,2024-07-22,48
A00662,solo,marketing_agency,Latin America,free,2025-05-09,0
A00663,small_business,education,North America,pro,2024-04-19,24
A00664,small_business,ecommerce,Asia,pro,2025-01-25,36
A00665,mid_market,tech_startup,North America,team,2025-08-11,300
A00666,small_business,tech_startup,North America,pro,2025-12-17,36
A00667,small_business,marketing_agency,North America,pro,2024-01-23,48
A00668,small_business,marketing_agency,Europe,pro,2024-10-08,12
A00669,small_business,ecommerce,Asia,pro,2025-08-02,12
A00670,small_business,ecommerce,North America,pro,2025-09-12,48
A00671,solo,tech_startup,North America,free,2024-10-20,0
A00672,solo,ecommerce,North America,free,2026-03-05,0
A00673,small_business,marketing_agency,Europe,pro,2024-08-23,36
A00674,solo,education,Latin America,free,2024-08-12,0
A00675,small_business,marketing_agency,Asia,team,2025-10-13,90
A00676,small_business,tech_startup,North America,free,2025-09-27,0
A00677,small_business,tech_startup,North America,pro,2024-09-13,24
A00678,solo,marketing_agency,Asia,free,2025-10-05,0
A00679,solo,marketing_agency,North America,free,2024-04-09,0
A00680,small_business,tech_startup,Asia,free,2025-10-04,0
A00681,mid_market,media,Asia,team,2025-10-23,180
A00682,small_business,marketing_agency,North America,pro,2024-11-12,48
A00683,solo,education,Asia,free,2024-02-04,0
A00684,solo,tech_startup,Latin America,pro,2025-08-16,36
A00685,mid_market,real_estate,Latin America,pro,2026-01-19,24
A00686,small_business,marketing_agency,North America,free,2024-04-02,0
A00687,small_business,media,Europe,free,2024-10-29,0
A00688,mid_market,real_estate,North America,team,2024-11-30,450
A00689,solo,marketing_agency,Latin America,free,2024-06-28,0
A00690,small_business,tech_startup,Asia,free,2024-07-24,0
A00691,solo,ecommerce,Europe,free,2024-05-15,0
A00692,solo,tech_startup,Europe,free,2025-07-06,0
A00693,small_business,media,North America,pro,2025-01-09,36
A00694,mid_market,education,Europe,team,2024-06-17,300
A00695,solo,ecommerce,North America,free,2025-05-08,0
A00696,solo,tech_startup,Latin America,pro,2024-10-29,36
A00697,mid_market,marketing_agency,Latin America,pro,2024-04-27,48
A00698,mid_market,tech_startup,Asia,team,2024-03-18,240
A00699,small_business,marketing_agency,North America,pro,2026-02-11,24
A00700,solo,real_estate,Latin America,free,2025-11-23,0
A00701,small_business,tech_startup,Latin America,team,2026-01-11,150
A00702,small_business,tech_startup,Asia,free,2025-07-24,0
A00703,small_business,media,North America,pro,2025-01-09,12
A00704,small_business,ecommerce,Europe,team,2025-02-08,60
A00705,small_business,ecommerce,North America,pro,2024-09-27,12
A00706,mid_market,marketing_agency,Europe,pro,2025-04-10,36
A00707,solo,tech_startup,Asia,free,2025-11-19,0
A00708,small_business,ecommerce,Europe,pro,2026-02-05,36
A00709,solo,marketing_agency,North America,pro,2025-08-21,48
A00710,mid_market,ecommerce,Asia,team,2025-10-15,300
A00711,small_business,media,Latin America,team,2024-04-20,90
A00712,small_business,marketing_agency,Asia,pro,2025-04-27,12
A00713,small_business,marketing_agency,Europe,pro,2025-09-26,36
A00714,solo,tech_startup,North America,free,2025-09-16,0
A00715,solo,ecommerce,North America,free,2024-08-14,0
A00716,mid_market,marketing_agency,Latin America,team,2025-10-25,180
A00717,small_business,real_estate,Europe,team,2025-10-12,150
A00718,solo,marketing_agency,Asia,pro,2025-12-18,36
A00719,mid_market,marketing_agency,Asia,team,2025-10-26,450
A00720,small_business,ecommerce,Europe,free,2024-04-29,0
A00721,solo,tech_startup,North America,free,2024-05-23,0
A00722,solo,tech_startup,Europe,free,2024-02-16,0
A00723,mid_market,tech_startup,North America,team,2024-02-08,300
A00724,small_business,real_estate,North America,team,2025-05-19,60
A00725,small_business,marketing_agency,North America,free,2024-04-09,0
A00726,solo,media,North America,free,2024-08-28,0
A00727,small_business,ecommerce,Latin America,pro,2025-07-04,24
A00728,solo,marketing_agency,North America,free,2025-02-01,0
A00729,small_business,tech_startup,North America,pro,2025-04-09,36
A00730,small_business,tech_startup,North America,pro,2025-11-17,48
A00731,solo,media,Asia,free,2025-08-24,0
A00732,small_business,tech_startup,Asia,team,2026-01-30,90
A00733,small_business,marketing_agency,Europe,pro,2025-02-28,12
A00734,solo,real_estate,Asia,free,2025-05-16,0
A00735,small_business,real_estate,Latin America,free,2025-09-22,0
A00736,solo,real_estate,North America,pro,2025-02-21,36
A00737,small_business,ecommerce,Europe,pro,2024-02-03,36
A00738,small_business,tech_startup,Asia,pro,2024-08-10,48
A00739,small_business,education,Latin America,pro,2025-03-31,24
A00740,small_business,tech_startup,North America,team,2025-01-06,60
A00741,solo,marketing_agency,North America,pro,2025-12-03,36
A00742,mid_market,media,Asia,team,2025-07-11,300
A00743,mid_market,education,North America,pro,2024-03-03,48
A00744,small_business,media,North America,free,2024-10-09,0
A00745,mid_market,ecommerce,Asia,team,2024-07-13,180
A00746,small_business,marketing_agency,Asia,team,2025-04-10,60
A00747,small_business,tech_startup,North America,pro,2025-11-09,24
A00748,small_business,tech_startup,North America,team,2025-10-19,60
A00749,small_business,marketing_agency,North America,team,2024-02-21,120
A00750,solo,marketing_agency,North America,pro,2024-09-06,24
A00751,small_business,media,North America,pro,2025-08-01,24
A00752,small_business,tech_startup,Latin America,free,2024-03-11,0
A00753,small_business,ecommerce,Europe,pro,2026-02-22,24
A00754,solo,marketing_agency,Europe,free,2025-08-23,0
A00755,small_business,marketing_agency,North America,team,2024-08-09,90
A00756,solo,education,Europe,free,2024-12-02,0
A00757,solo,marketing_agency,Latin America,pro,2026-03-03,24
A00758,small_business,real_estate,North America,pro,2025-09-02,12
A00759,small_business,ecommerce,North America,pro,2024-10-10,24
A00760,small_business,tech_startup,North America,pro,2024-05-13,36
A00761,solo,tech_startup,North America,free,2024-06-27,0
A00762,small_business,media,North America,pro,2024-04-22,12
A00763,small_business,marketing_agency,North America,pro,2024-05-14,12
A00764,solo,marketing_agency,Europe,pro,2025-01-01,24
A00765,small_business,ecommerce,North America,team,2025-08-25,120
A00766,solo,ecommerce,Europe,pro,2024-01-17,24
A00767,small_business,marketing_agency,North America,team,2024-09-28,60
A00768,solo,media,Asia,pro,2024-05-09,48
A00769,solo,marketing_agency,Europe,pro,2025-06-22,12
A00770,mid_market,ecommerce,North America,team,2026-02-02,180
A00771,small_business,tech_startup,North America,pro,2025-05-02,48
A00772,small_business,media,North America,free,2026-03-07,0
A00773,small_business,marketing_agency,Europe,team,2025-01-05,60
A00774,small_business,tech_startup,North America,pro,2025-04-07,24
A00775,mid_market,ecommerce,North America,team,2025-09-21,180
A00776,solo,media,Latin America,free,2026-01-14,0
A00777,solo,education,Asia,free,2025-11-05,0
A00778,small_business,real_estate,Europe,pro,2025-06-17,36
A00779,small_business,ecommerce,North America,team,2025-04-14,60
A00780,small_business,ecommerce,North America,pro,2024-03-03,48
A00781,solo,marketing_agency,North America,free,2025-02-15,0
A00782,small_business,real_estate,Europe,free,2025-03-12,0
A00783,mid_market,tech_startup,Asia,team,2025-12-03,180
A00784,mid_market,real_estate,North America,team,2025-05-17,450
A00785,small_business,media,Europe,free,2024-03-16,0
A00786,small_business,tech_startup,Europe,pro,2024-03-23,36
A00787,solo,marketing_agency,Asia,pro,2025-09-14,24
A00788,small_business,education,Europe,pro,2024-03-08,24
A00789,small_business,education,North America,pro,2024-10-08,36
A00790,mid_market,ecommerce,Asia,team,2025-01-25,300
A00791,small_business,ecommerce,North America,pro,2025-04-09,48
A00792,solo,education,Latin America,free,2024-04-11,0
A00793,small_business,marketing_agency,Europe,pro,2025-12-19,12
A00794,solo,ecommerce,North America,free,2025-11-01,0
A00795,small_business,tech_startup,Asia,pro,2025-10-28,24
A00796,solo,marketing_agency,North America,free,2025-03-16,0
A00797,small_business,education,North America,pro,2025-04-07,24
A00798,mid_market,media,North America,team,2025-02-27,300
A00799,mid_market,marketing_agency,North America,team,2025-04-09,450
A00800,mid_market,tech_startup,North America,team,2025-03-01,180
A00801,small_business,education,North America,team,2024-11-16,150
A00802,small_business,tech_startup,Asia,pro,2024-11-16,36
A00803,small_business,real_estate,North America,pro,2025-01-18,24
A00804,solo,media,North America,free,2025-12-04,0
A00805,solo,ecommerce,Asia,pro,2025-04-30,12
A00806,small_business,ecommerce,North America,free,2024-04-03,0
A00807,solo,tech_startup,North America,free,2024-03-28,0
A00808,solo,marketing_agency,Europe,pro,2024-04-05,48
A00809,solo,ecommerce,North America,free,2024-04-08,0
A00810,solo,tech_startup,Europe,pro,2026-02-01,36
A00811,small_business,education,Europe,pro,2024-05-13,12
A00812,small_business,ecommerce,Europe,pro,2025-08-23,36
A00813,mid_market,real_estate,Europe,pro,2025-11-17,12
A00814,small_business,ecommerce,North America,free,2025-02-24,0
A00815,small_business,ecommerce,North America,team,2024-12-28,150
A00816,solo,education,North America,free,2026-01-08,0
A00817,small_business,ecommerce,Europe,pro,2024-02-22,36
A00818,small_business,media,North America,free,2025-09-06,0
A00819,small_business,education,Asia,team,2024-11-15,120
A00820,mid_market,education,North America,team,2024-04-16,240
A00821,small_business,ecommerce,Asia,team,2024-06-07,150
A00822,small_business,ecommerce,North America,team,2024-08-17,60
A00823,mid_market,ecommerce,North America,team,2024-12-24,300
A00824,small_business,real_estate,Latin America,free,2024-04-27,0
A00825,small_business,ecommerce,North America,team,2026-02-19,120
A00826,small_business,tech_startup,Europe,pro,2025-08-10,24
A00827,solo,marketing_agency,North America,free,2025-03-15,0
A00828,small_business,education,Asia,pro,2025-07-28,12
A00829,small_business,ecommerce,North America,pro,2025-09-15,36
A00830,small_business,ecommerce,Asia,team,2024-01-30,90
A00831,small_business,ecommerce,Asia,pro,2024-10-06,36
A00832,small_business,media,Asia,pro,2024-12-13,36
A00833,solo,media,Europe,pro,2024-01-07,24
A00834,solo,ecommerce,Asia,pro,2024-05-26,48
A00835,mid_market,media,Europe,team,2024-03-12,240
A00836,mid_market,real_estate,Europe,pro,2026-01-28,12
A00837,small_business,media,North America,pro,2024-04-03,24
A00838,solo,marketing_agency,North America,free,2025-01-20,0
A00839,mid_market,education,North America,pro,2025-03-05,48
A00840,small_business,marketing_agency,Asia,pro,2024-12-15,24
A00841,small_business,marketing_agency,Europe,pro,2025-01-13,36
A00842,mid_market,real_estate,North America,team,2026-01-08,300
A00843,solo,media,North America,pro,2026-03-06,12
A00844,solo,media,Asia,pro,2024-02-23,24
A00845,small_business,ecommerce,North America,pro,2024-06-10,12
A00846,small_business,education,North America,pro,2025-11-21,12
A00847,solo,tech_startup,North America,pro,2024-10-05,48
A00848,solo,media,North America,pro,2025-11-08,48
A00849,mid_market,marketing_agency,Latin America,team,2025-05-12,450
A00850,mid_market,tech_startup,North America,team,2025-02-28,300
A00851,solo,ecommerce,Latin America,free,2024-08-08,0
A00852,small_business,tech_startup,Asia,team,2026-02-12,60
A00853,solo,ecommerce,North America,free,2024-12-19,0
A00854,solo,marketing_agency,Asia,pro,2025-03-16,12
A00855,solo,real_estate,North America,free,2024-10-17,0
A00856,small_business,real_estate,Asia,free,2025-11-25,0
A00857,mid_market,real_estate,Europe,team,2025-11-25,450
A00858,mid_market,real_estate,Europe,team,2025-06-23,300
A00859,small_business,education,Asia,pro,2024-02-16,24
A00860,solo,real_estate,Latin America,pro,2025-02-08,12
A00861,solo,education,North America,pro,2024-01-08,24
A00862,mid_market,real_estate,Asia,team,2024-11-04,240
A00863,small_business,ecommerce,Europe,pro,2026-02-24,24
A00864,small_business,marketing_agency,Latin America,free,2026-02-21,0
A00865,small_business,media,Europe,pro,2024-09-18,36
A00866,solo,ecommerce,Europe,pro,2024-12-01,12
A00867,solo,media,Europe,pro,2024-01-08,48
A00868,mid_market,ecommerce,North America,team,2026-02-03,450
A00869,small_business,media,Asia,team,2024-06-28,90
A00870,mid_market,education,Europe,team,2025-01-24,240
A00871,solo,real_estate,North America,pro,2025-05-27,36
A00872,small_business,real_estate,North America,free,2024-03-14,0
A00873,solo,education,North America,pro,2025-02-10,12
A00874,mid_market,tech_startup,Europe,pro,2025-03-22,12
A00875,mid_market,tech_startup,North America,team,2025-04-15,180
A00876,solo,tech_startup,Latin America,free,2024-11-16,0
A00877,mid_market,real_estate,Latin America,team,2025-08-12,450
A00878,mid_market,ecommerce,North America,pro,2025-08-10,48
A00879,mid_market,tech_startup,Asia,team,2025-12-27,450
A00880,solo,marketing_agency,North America,free,2024-10-23,0
A00881,solo,education,North America,free,2024-04-27,0
A00882,solo,ecommerce,Latin America,pro,2025-02-18,12
A00883,mid_market,education,North America,team,2024-11-28,240
A00884,solo,marketing_agency,North America,free,2025-09-24,0
A00885,solo,marketing_agency,Europe,free,2025-04-16,0
A00886,solo,tech_startup,North America,free,2025-12-07,0
A00887,mid_market,ecommerce,North America,team,2025-01-05,180
A00888,solo,real_estate,Asia,free,2025-03-23,0
A00889,small_business,education,North America,pro,2024-04-18,24
A00890,solo,education,North America,free,2025-03-22,0
A00891,solo,tech_startup,North America,free,2025-08-26,0
A00892,small_business,media,Europe,pro,2025-02-14,12
A00893,small_business,tech_startup,North America,pro,2025-02-09,36
A00894,mid_market,tech_startup,Asia,team,2026-02-02,300
A00895,solo,education,Asia,free,2024-08-14,0
A00896,small_business,tech_startup,North America,team,2024-12-07,90
A00897,small_business,marketing_agency,Europe,team,2024-03-19,60
A00898,solo,ecommerce,Latin America,free,2025-06-27,0
A00899,small_business,real_estate,Europe,pro,2025-06-06,24
A00900,solo,real_estate,North America,pro,2026-03-05,36
A00901,solo,real_estate,North America,free,2024-12-25,0
A00902,solo,ecommerce,Asia,free,2026-01-14,0
A00903,mid_market,tech_startup,Europe,pro,2025-10-22,24
A00904,small_business,media,North America,free,2024-08-29,0
A00905,small_business,tech_startup,Asia,free,2024-04-15,0
A00906,small_business,marketing_agency,North America,team,2024-05-29,120
A00907,solo,marketing_agency,North America,pro,2024-07-21,24
A00908,small_business,real_estate,Asia,free,2025-09-08,0
A00909,small_business,marketing_agency,North America,pro,2024-06-05,12
A00910,mid_market,ecommerce,North America,pro,2024-06-30,48
A00911,solo,tech_startup,Europe,free,2025-04-20,0
A00912,small_business,ecommerce,Europe,pro,2026-02-11,48
A00913,small_business,tech_startup,Asia,pro,2025-11-28,36
A00914,mid_market,ecommerce,North America,pro,2025-10-04,36
A00915,solo,education,Europe,pro,2024-06-03,48
A00916,small_business,education,North America,free,2024-03-10,0
A00917,small_business,education,Asia,free,2025-04-25,0
A00918,solo,education,North America,free,2025-03-28,0
A00919,small_business,ecommerce,Europe,pro,2025-10-08,36
A00920,solo,marketing_agency,Asia,free,2024-10-08,0
A00921,small_business,ecommerce,Asia,pro,2025-08-28,12
A00922,small_business,real_estate,Latin America,pro,2024-12-26,12
A00923,solo,ecommerce,Asia,free,2024-11-13,0
A00924,small_business,marketing_agency,North America,free,2025-04-17,0
A00925,mid_market,media,Latin America,team,2025-04-07,180
A00926,small_business,media,North America,team,2024-02-28,120
A00927,mid_market,tech_startup,Asia,team,2024-10-20,180
A00928,solo,tech_startup,North America,pro,2025-10-22,12
A00929,small_business,real_estate,Latin America,pro,2025-09-21,48
A00930,solo,ecommerce,North America,free,2025-04-18,0
A00931,solo,tech_startup,Latin America,free,2025-08-17,0
A00932,small_business,tech_startup,North America,free,2025-07-21,0
A00933,solo,real_estate,North America,pro,2026-01-26,12
A00934,small_business,education,North America,pro,2025-04-05,24
A00935,small_business,media,Asia,pro,2024-11-25,48
A00936,mid_market,tech_startup,Asia,pro,2025-05-28,24
A00937,solo,ecommerce,Europe,free,2024-03-04,0
A00938,small_business,tech_startup,Asia,team,2025-04-06,60
A00939,solo,media,North America,free,2024-12-17,0
A00940,solo,marketing_agency,North America,pro,2026-01-01,12
A00941,solo,media,Europe,free,2025-05-31,0
A00942,small_business,marketing_agency,Europe,pro,2025-10-23,24
A00943,solo,ecommerce,Europe,pro,2024-02-10,24
A00944,solo,media,Europe,pro,2025-12-25,48
A00945,mid_market,real_estate,Europe,team,2025-03-25,240
A00946,small_business,marketing_agency,North America,team,2025-01-07,120
A00947,mid_market,ecommerce,Europe,team,2024-10-16,450
A00948,solo,tech_startup,North America,free,2025-02-22,0
A00949,small_business,media,North America,pro,2026-03-04,36
A00950,small_business,ecommerce,North America,pro,2025-11-26,12
A00951,solo,tech_startup,Asia,pro,2025-10-08,36
A00952,solo,tech_startup,North America,free,2024-03-08,0
A00953,solo,ecommerce,Europe,free,2024-12-03,0
A00954,solo,real_estate,North America,pro,2024-04-06,48
A00955,small_business,tech_startup,Asia,pro,2024-10-17,36
A00956,small_business,marketing_agency,Asia,pro,2026-01-11,24
A00957,solo,ecommerce,Europe,free,2024-12-07,0
A00958,mid_market,marketing_agency,North America,team,2024-03-24,240
A00959,mid_market,marketing_agency,Europe,team,2024-12-24,300
A00960,mid_market,ecommerce,Latin America,team,2025-11-02,450
A00961,small_business,ecommerce,Europe,pro,2024-05-12,12
A00962,solo,real_estate,Latin America,pro,2024-11-13,48
A00963,small_business,ecommerce,North America,free,2025-10-20,0
A00964,small_business,tech_startup,Europe,free,2024-12-02,0
A00965,small_business,real_estate,North America,team,2024-05-10,60
A00966,mid_market,real_estate,North America,team,2025-10-23,450
A00967,solo,marketing_agency,North America,pro,2025-06-04,36
A00968,small_business,ecommerce,North America,free,2024-01-19,0
A00969,solo,tech_startup,North America,free,2025-01-06,0
A00970,solo,tech_startup,Europe,free,2024-11-12,0
A00971,small_business,media,Latin America,pro,2024-07-03,24
A00972,mid_market,tech_startup,Latin America,team,2024-12-15,450
A00973,small_business,marketing_agency,Asia,pro,2024-07-15,24
A00974,small_business,education,Asia,team,2024-05-20,90
A00975,solo,tech_startup,Europe,pro,2024-03-20,36
A00976,small_business,marketing_agency,Latin America,pro,2024-04-13,12
A00977,mid_market,education,Europe,team,2025-11-08,300
A00978,small_business,marketing_agency,North America,pro,2026-02-23,24
A00979,solo,tech_startup,Latin America,free,2025-09-03,0
A00980,small_business,marketing_agency,Europe,team,2025-01-20,90
A00981,mid_market,marketing_agency,Asia,team,2024-06-15,240
A00982,mid_market,ecommerce,Europe,team,2025-12-10,240
A00983,small_business,ecommerce,Latin America,free,2026-01-08,0
A00984,small_business,marketing_agency,North America,pro,2025-03-24,12
A00985,small_business,ecommerce,North America,pro,2025-02-24,36
A00986,small_business,tech_startup,North America,pro,2025-11-23,24
A00987,solo,ecommerce,Europe,pro,2025-03-30,36
A00988,solo,marketing_agency,North America,pro,2026-02-09,48
A00989,mid_market,ecommerce,North America,team,2024-08-27,240
A00990,mid_market,marketing_agency,North America,pro,2024-11-12,48
A00991,small_business,marketing_agency,North America,pro,2024-07-17,36
A00992,solo,media,North America,free,2025-11-25,0
A00993,small_business,marketing_agency,Latin America,pro,2025-08-07,48
A00994,solo,media,North America,pro,2025-04-17,36
A00995,small_business,real_estate,North America,pro,2026-03-07,48
A00996,mid_market,tech_startup,North America,pro,2025-05-29,48
A00997,mid_market,tech_startup,North America,team,2024-06-14,240
A00998,solo,tech_startup,North America,free,2025-09-11,0
