deal_id,account_id,lead_source,created_date,deal_value,discount_pct,competitor_mentioned,stage,close_date,deal_status
D01232,A00231,website,2025-11-29,2400,20,Canva,proposal,2025-12-13,lost
D01233,A00968,outbound,2025-03-01,240,15,None,demo,2025-04-09,lost
D01234,A00275,website,2025-04-26,180,20,Canva,demo,2025-06-02,lost
D01235,A00246,referral,2025-05-21,180,0,None,negotiation,2025-06-08,lost
D01236,A00111,outbound,2025-07-16,180,15,Adobe Express,proposal,2025-07-31,won
D01237,A00234,outbound,2025-02-20,1200,25,Canva,proposal,2025-04-20,won
D01238,A01302,referral,2025-12-25,3600,25,Canva,demo,2026-02-20,lost
D01239,A01501,ads,2026-02-20,720,0,Canva,negotiation,2026-04-05,lost
D01240,A00417,outbound,2025-10-03,1200,10,Canva,negotiation,2025-10-17,lost
D01241,A00678,referral,2025-04-03,180,0,Canva,negotiation,2025-05-08,won
D01242,A01152,website,2026-02-14,240,0,Canva,proposal,2026-03-06,won
D01243,A01261,outbound,2025-12-01,240,20,Canva,demo,2026-01-25,won
D01244,A00803,outbound,2025-01-18,240,20,Adobe Express,demo,2025-02-28,won
D01245,A00619,referral,2025-03-29,1200,10,Adobe Express,proposal,2025-05-08,won
D01246,A01152,ads,2026-02-05,720,0,Canva,proposal,2026-03-28,lost
D01247,A00707,website,2025-06-10,120,20,None,negotiation,2025-06-30,lost
D01248,A00851,website,2025-12-19,180,0,None,demo,2026-01-07,won
D01249,A01418,website,2025-03-14,60,0,Figma,proposal,2025-04-03,lost
D01250,A00475,website,2025-10-30,480,0,None,proposal,2025-12-03,lost
D01251,A00655,referral,2025-02-08,480,10,Canva,negotiation,2025-02-25,won
D01252,A00395,website,2025-07-24,60,10,Canva,proposal,2025-09-13,lost
D01253,A00111,outbound,2025-03-15,60,0,Adobe Express,negotiation,2025-04-08,lost
D01254,A00090,website,2025-11-21,180,0,Adobe Express,negotiation,2026-01-03,lost
D01255,A00763,referral,2025-12-03,360,15,Canva,negotiation,2025-12-30,lost
D01256,A01304,website,2026-02-08,120,0,Figma,proposal,2026-03-02,lost
D01257,A01357,ads,2025-02-09,240,20,Canva,proposal,2025-03-23,won
D01258,A01248,outbound,2025-07-28,480,0,Canva,demo,2025-08-25,won
D01259,A01125,referral,2026-02-03,360,0,Adobe Express,proposal,2026-02-16,won
D01260,A00132,website,2025-07-13,3600,0,Adobe Express,demo,2025-07-27,lost
D01261,A01037,ads,2025-03-31,2400,25,None,negotiation,2025-05-08,lost
D01262,A00457,website,2025-02-18,480,20,Canva,negotiation,2025-04-01,lost
D01263,A01465,ads,2025-05-19,60,0,Canva,negotiation,2025-07-13,won
D01264,A00098,outbound,2025-07-19,480,20,Canva,demo,2025-08-20,lost
D01265,A01144,website,2025-09-02,60,10,Canva,negotiation,2025-10-11,won
D01266,A00293,ads,2026-01-01,180,0,None,demo,2026-02-13,won
D01267,A01840,website,2026-01-12,1200,15,None,proposal,2026-02-03,lost
D01268,A01735,website,2025-12-14,120,15,Canva,negotiation,2026-01-12,won
D01269,A01025,outbound,2026-02-13,180,10,Adobe Express,proposal,2026-03-19,won
D01270,A00572,website,2025-09-24,60,10,Canva,negotiation,2025-10-06,lost
D01271,A00250,ads,2025-06-06,2400,0,None,proposal,2025-06-17,lost
D01272,A00652,ads,2026-01-09,60,0,Canva,demo,2026-01-21,lost
D01273,A00149,outbound,2026-01-16,180,15,Canva,proposal,2026-01-23,lost
D01274,A01419,ads,2025-08-06,360,15,Canva,negotiation,2025-09-25,lost
D01275,A00044,website,2025-12-13,240,15,Adobe Express,negotiation,2026-01-01,won
D01276,A01907,ads,2026-03-02,240,15,Piktochart,negotiation,2026-04-25,lost
D01277,A01722,website,2025-06-26,1200,25,Adobe Express,demo,2025-07-13,lost
D01278,A01644,ads,2025-12-12,60,0,Canva,negotiation,2026-02-10,won
D01279,A01068,ads,2025-03-10,2400,0,None,negotiation,2025-04-10,won
D01280,A01102,website,2025-03-29,1200,15,Canva,proposal,2025-04-20,lost
D01281,A01250,website,2026-03-02,60,10,Canva,negotiation,2026-03-27,won
D01282,A00162,referral,2025-05-16,60,20,Piktochart,demo,2025-06-11,won
D01283,A01817,referral,2025-11-26,1200,20,Canva,negotiation,2026-01-03,lost
D01284,A00253,outbound,2025-01-30,60,20,Figma,proposal,2025-02-25,lost
D01285,A00132,ads,2025-07-01,1200,15,Canva,demo,2025-07-19,lost
D01286,A01472,outbound,2025-07-25,240,0,None,proposal,2025-08-13,won
D01287,A01908,referral,2025-02-13,1800,20,Canva,negotiation,2025-03-23,won
D01288,A01911,website,2025-01-04,480,0,None,demo,2025-02-03,won
D01289,A00474,referral,2025-06-03,3600,10,None,proposal,2025-06-27,won
D01290,A01680,ads,2025-02-25,180,15,Canva,proposal,2025-03-26,won
D01291,A01802,referral,2026-01-18,1200,15,Canva,proposal,2026-03-11,lost
D01292,A01133,website,2025-04-12,360,10,Figma,demo,2025-05-14,won
D01293,A00706,outbound,2025-08-04,2400,0,Canva,negotiation,2025-08-23,won
D01294,A01059,ads,2025-09-03,480,0,Canva,negotiation,2025-10-15,won
D01295,A01491,referral,2025-09-11,360,10,Adobe Express,negotiation,2025-11-06,lost
D01296,A01926,website,2025-07-24,3600,10,None,negotiation,2025-08-06,won
D01297,A00275,outbound,2026-02-10,60,0,Adobe Express,demo,2026-02-17,won
D01298,A00187,referral,2026-01-28,60,0,Canva,negotiation,2026-02-25,lost
D01299,A00949,website,2025-08-08,240,15,Figma,negotiation,2025-09-02,lost
D01300,A00243,ads,2025-09-06,720,0,None,demo,2025-10-29,lost
D01301,A00264,website,2025-09-19,1800,15,Adobe Express,demo,2025-10-12,lost
D01302,A01998,website,2025-12-25,720,0,Canva,demo,2026-02-20,lost
D01303,A00522,referral,2026-02-19,360,0,Adobe Express,demo,2026-04-04,lost
D01304,A00963,website,2025-11-19,360,0,Figma,negotiation,2025-12-21,won
D01305,A01702,outbound,2025-01-20,360,0,Canva,proposal,2025-03-07,won
D01306,A01565,outbound,2025-04-13,240,15,Canva,demo,2025-05-09,won
D01307,A00783,referral,2025-12-25,1800,10,None,negotiation,2026-01-31,won
D01308,A01111,referral,2025-02-01,3600,0,None,negotiation,2025-02-25,won
D01309,A00535,website,2025-07-06,120,15,Adobe Express,proposal,2025-07-16,won
D01310,A00210,referral,2025-04-04,1200,0,Figma,demo,2025-05-01,lost
D01311,A00046,ads,2025-04-19,120,10,Piktochart,proposal,2025-05-02,lost
D01312,A01491,outbound,2025-08-09,480,15,Canva,demo,2025-09-04,won
D01313,A01564,referral,2025-02-27,180,0,Figma,demo,2025-04-24,lost
D01314,A00026,referral,2025-03-08,120,10,None,proposal,2025-04-21,lost
D01315,A01290,website,2025-09-28,120,0,Canva,negotiation,2025-10-18,lost
D01316,A00175,referral,2025-10-27,60,0,None,proposal,2025-12-20,won
D01317,A01540,ads,2025-11-05,240,20,Canva,demo,2025-12-23,lost
D01318,A01335,website,2026-02-23,60,15,Adobe Express,demo,2026-03-06,lost
D01319,A00322,referral,2025-10-07,120,10,None,negotiation,2025-12-01,lost
D01320,A01603,referral,2025-04-14,360,0,Canva,negotiation,2025-05-17,won
D01321,A01159,website,2025-10-09,2400,25,Adobe Express,negotiation,2025-11-08,lost
D01322,A00055,ads,2025-08-18,180,0,Canva,negotiation,2025-08-29,lost
D01323,A02000,website,2025-09-05,180,20,None,proposal,2025-09-22,lost
D01324,A01567,website,2025-11-03,1800,15,Piktochart,proposal,2025-12-16,won
D01325,A01610,website,2025-02-01,360,15,Adobe Express,negotiation,2025-03-14,lost
D01326,A01555,website,2025-09-20,60,15,Canva,demo,2025-10-21,lost
D01327,A01180,referral,2025-10-15,720,20,Canva,proposal,2025-11-02,won
D01328,A01873,referral,2025-01-02,360,20,Canva,demo,2025-02-28,lost
D01329,A00668,outbound,2025-09-20,480,10,None,proposal,2025-10-15,lost
D01330,A00147,website,2025-12-29,240,0,Canva,proposal,2026-02-08,won
D01331,A01509,ads,2025-05-02,240,0,Figma,proposal,2025-05-26,lost
D01332,A00599,website,2025-03-10,240,0,Adobe Express,proposal,2025-03-30,lost
D01333,A00020,website,2025-10-01,240,10,Canva,demo,2025-10-31,lost
D01334,A01293,ads,2025-06-16,180,20,Piktochart,demo,2025-07-01,won
D01335,A00333,outbound,2025-07-29,480,10,Canva,negotiation,2025-09-14,lost
D01336,A01579,website,2026-02-22,480,0,None,demo,2026-03-18,lost
D01337,A00907,website,2025-04-01,60,20,Adobe Express,proposal,2025-05-27,lost
D01338,A00944,website,2026-02-04,60,15,Adobe Express,negotiation,2026-02-27,lost
D01339,A00911,website,2025-11-17,180,20,Canva,negotiation,2025-12-22,won
D01340,A00401,ads,2025-04-23,120,0,Adobe Express,proposal,2025-06-20,lost
D01341,A00950,website,2026-01-21,360,15,Piktochart,proposal,2026-03-15,won
D01342,A01330,website,2025-08-11,60,15,Adobe Express,proposal,2025-08-29,won
D01343,A00028,outbound,2025-08-24,60,0,Canva,demo,2025-10-16,lost
D01344,A00467,referral,2025-04-03,2400,0,Piktochart,negotiation,2025-04-21,won
D01345,A01284,ads,2026-02-23,180,20,Adobe Express,proposal,2026-03-11,won
D01346,A01558,website,2025-02-06,360,15,Canva,proposal,2025-03-10,lost
D01347,A00982,referral,2025-02-21,1800,0,Canva,negotiation,2025-03-24,lost
D01348,A01911,referral,2025-07-16,240,0,Figma,demo,2025-09-02,lost
D01349,A00101,website,2025-01-23,60,0,Canva,demo,2025-03-11,won
D01350,A00551,referral,2025-11-04,1200,0,Canva,demo,2026-01-02,lost
D01351,A00802,ads,2025-06-23,240,0,Adobe Express,negotiation,2025-08-17,won
D01352,A00353,ads,2025-10-16,360,10,None,proposal,2025-11-01,won
D01353,A01324,ads,2025-05-05,180,10,Canva,demo,2025-05-19,lost
D01354,A01706,ads,2025-01-11,240,20,Canva,demo,2025-02-19,won
D01355,A00296,website,2026-03-05,1800,0,Adobe Express,proposal,2026-03-13,lost
D01356,A00353,website,2025-04-27,720,0,Canva,proposal,2025-05-22,won
D01357,A00908,website,2025-04-26,720,0,Canva,negotiation,2025-05-10,lost
D01358,A01154,outbound,2025-04-25,480,10,Canva,demo,2025-05-23,won
D01359,A01019,referral,2025-03-02,240,0,None,proposal,2025-03-20,won
D01360,A01180,referral,2025-08-08,480,20,Figma,negotiation,2025-09-11,won
D01361,A01098,ads,2025-03-18,180,10,Canva,negotiation,2025-04-12,lost
D01362,A01366,referral,2025-06-28,2400,20,None,demo,2025-07-21,lost
D01363,A01489,ads,2026-02-20,240,0,Adobe Express,negotiation,2026-03-08,lost
D01364,A01114,website,2026-02-03,1800,15,None,negotiation,2026-03-10,won
D01365,A01603,website,2026-01-05,240,0,Canva,proposal,2026-02-27,lost
D01366,A00455,website,2025-05-23,60,10,Adobe Express,demo,2025-06-10,lost
D01367,A01772,outbound,2026-01-28,480,10,None,proposal,2026-03-06,won
D01368,A00712,outbound,2025-12-22,480,0,Canva,proposal,2026-02-08,lost
D01369,A00980,referral,2025-05-06,720,20,Piktochart,proposal,2025-06-16,won
D01370,A01356,referral,2025-09-10,180,0,None,negotiation,2025-10-24,won
D01371,A00739,ads,2026-01-02,360,0,Figma,proposal,2026-01-09,won
D01372,A00977,website,2025-04-15,2400,25,Figma,demo,2025-04-30,lost
D01373,A01372,ads,2025-02-26,480,10,Canva,demo,2025-04-23,lost
D01374,A00233,ads,2026-02-24,480,15,Canva,demo,2026-04-07,won
D01375,A01802,referral,2025-08-04,1800,10,Figma,demo,2025-08-19,won
D01376,A01622,outbound,2025-03-02,180,0,None,negotiation,2025-03-10,won
D01377,A01024,website,2025-12-23,480,0,Canva,proposal,2026-02-10,lost
D01378,A00102,outbound,2025-10-25,120,20,Canva,demo,2025-11-02,lost
D01379,A00953,referral,2025-03-17,60,0,Canva,proposal,2025-03-24,won
D01380,A00481,website,2025-10-19,360,0,Figma,proposal,2025-11-03,lost
D01381,A01238,outbound,2026-01-19,2400,20,Canva,negotiation,2026-02-16,lost
D01382,A00108,website,2025-08-16,240,10,Canva,negotiation,2025-08-26,won
D01383,A01189,referral,2025-11-25,360,20,Canva,demo,2025-12-27,won
D01384,A00973,referral,2026-03-03,720,20,Piktochart,proposal,2026-03-26,lost
D01385,A01627,outbound,2025-10-20,120,0,Canva,negotiation,2025-11-06,won
D01386,A00704,outbound,2025-05-20,720,0,None,demo,2025-06-21,lost
D01387,A00335,website,2025-11-13,60,15,Canva,demo,2026-01-06,won
D01388,A00086,referral,2025-10-14,240,15,Canva,negotiation,2025-12-01,won
D01389,A00734,outbound,2025-11-25,120,0,None,proposal,2025-12-25,won
D01390,A00875,referral,2025-11-28,1800,15,Figma,proposal,2025-12-09,won
D01391,A01448,outbound,2025-07-05,2400,0,Canva,negotiation,2025-07-22,won
D01392,A01637,website,2025-10-05,240,0,None,demo,2025-11-29,lost
D01393,A01762,ads,2025-06-08,1800,0,Piktochart,demo,2025-06-20,won
D01394,A00364,ads,2025-10-19,1200,25,Canva,negotiation,2025-11-25,lost
D01395,A00060,website,2025-01-24,120,0,Adobe Express,demo,2025-01-31,lost
D01396,A01506,website,2025-07-02,720,20,None,proposal,2025-08-26,won
D01397,A01274,ads,2025-07-20,2400,10,None,negotiation,2025-08-02,lost
D01398,A00560,referral,2025-06-19,1200,25,Canva,proposal,2025-07-05,lost
D01399,A00117,website,2025-01-13,3600,20,Canva,negotiation,2025-01-22,lost
D01400,A01763,outbound,2025-05-29,60,15,Adobe Express,demo,2025-07-15,won
D01401,A00874,ads,2025-02-17,1800,10,None,negotiation,2025-04-06,lost
D01402,A00915,website,2025-03-14,60,20,Canva,negotiation,2025-05-06,lost
D01403,A00968,outbound,2025-11-08,480,15,Canva,negotiation,2025-12-06,lost
D01404,A00999,outbound,2025-05-29,720,0,Adobe Express,proposal,2025-07-24,lost
D01405,A01569,website,2025-12-16,60,0,Adobe Express,proposal,2026-01-30,lost
D01406,A00044,referral,2025-02-08,720,0,None,demo,2025-02-24,lost
D01407,A00509,website,2026-01-28,240,15,None,proposal,2026-02-24,won
D01408,A01189,outbound,2025-03-28,360,0,Piktochart,proposal,2025-04-27,won
D01409,A01392,website,2025-06-30,1200,10,Figma,demo,2025-08-05,lost
D01410,A01881,referral,2025-05-13,480,15,Adobe Express,proposal,2025-05-28,lost
D01411,A01316,outbound,2025-03-05,120,0,Adobe Express,negotiation,2025-03-30,won
D01412,A00849,ads,2025-07-25,1800,20,Canva,proposal,2025-09-09,lost
D01413,A01880,ads,2025-06-10,60,15,Canva,proposal,2025-07-03,lost
D01414,A00917,ads,2025-12-16,240,0,None,demo,2026-01-27,lost
D01415,A00898,website,2025-01-05,60,10,Adobe Express,demo,2025-02-17,won
D01416,A00799,outbound,2025-07-24,1800,20,Canva,demo,2025-09-11,lost
D01417,A00876,referral,2025-02-17,120,15,Canva,proposal,2025-04-17,lost
D01418,A01761,ads,2025-08-27,240,0,None,demo,2025-09-28,lost
D01419,A00286,outbound,2026-01-29,1800,20,Figma,proposal,2026-02-25,won
D01420,A01228,outbound,2025-06-25,720,0,Canva,negotiation,2025-08-01,lost
D01421,A00684,referral,2025-02-28,120,0,Adobe Express,proposal,2025-04-06,won
D01422,A01548,ads,2025-03-16,60,10,Piktochart,negotiation,2025-04-30,lost
D01423,A00819,referral,2026-02-01,240,10,Piktochart,proposal,2026-03-10,lost
D01424,A00121,website,2025-04-20,360,0,Piktochart,demo,2025-06-09,lost
D01425,A00945,referral,2025-08-05,2400,10,Canva,proposal,2025-08-16,won
D01426,A01780,outbound,2025-05-21,1200,15,Figma,proposal,2025-06-25,lost
D01427,A01688,referral,2025-08-03,1800,15,Adobe Express,negotiation,2025-08-13,won
D01428,A01688,outbound,2025-02-17,2400,15,Piktochart,proposal,2025-03-18,won
D01429,A01018,ads,2025-08-03,720,20,Canva,proposal,2025-08-20,lost
D01430,A01212,ads,2025-12-23,120,20,Figma,proposal,2025-12-30,won
D01431,A00907,outbound,2025-10-15,60,0,Figma,negotiation,2025-11-28,lost
D01432,A00013,website,2025-11-12,480,10,Canva,demo,2025-12-18,won
D01433,A00603,outbound,2025-03-17,2400,0,Adobe Express,proposal,2025-05-06,lost
D01434,A00200,outbound,2025-07-28,1200,20,Adobe Express,proposal,2025-08-12,lost
D01435,A00586,website,2025-11-21,240,0,Canva,proposal,2025-12-10,won
D01436,A01792,outbound,2025-08-04,360,20,Canva,negotiation,2025-09-02,won
D01437,A01480,outbound,2025-04-18,1200,15,Adobe Express,demo,2025-04-26,lost
D01438,A00448,outbound,2025-06-04,180,0,Canva,proposal,2025-07-22,lost
D01439,A01812,website,2025-08-22,120,10,Figma,proposal,2025-10-02,won
D01440,A01864,referral,2025-08-07,120,0,Canva,negotiation,2025-09-12,lost
D01441,A00841,ads,2025-08-08,360,20,Canva,proposal,2025-09-18,lost
D01442,A01095,referral,2025-08-12,480,15,Canva,proposal,2025-10-02,lost
D01443,A00590,referral,2025-11-14,1200,0,Adobe Express,demo,2025-11-22,won
D01444,A01820,website,2025-11-12,60,15,Piktochart,proposal,2025-12-28,lost
D01445,A01154,referral,2025-10-06,720,20,Piktochart,demo,2025-10-15,lost
D01446,A00889,website,2025-12-08,720,0,Canva,proposal,2026-01-13,won
D01447,A00043,website,2025-10-10,60,0,Piktochart,proposal,2025-10-24,lost
D01448,A00520,outbound,2025-06-29,120,15,None,proposal,2025-07-29,won
D01449,A01037,referral,2026-02-05,2400,15,Piktochart,demo,2026-02-28,lost
D01450,A00725,outbound,2025-06-07,360,0,Canva,proposal,2025-07-10,lost
D01451,A00623,website,2025-01-17,240,0,Adobe Express,demo,2025-03-18,lost
D01452,A00988,outbound,2026-02-23,180,20,Canva,negotiation,2026-03-12,won
D01453,A00803,outbound,2025-10-20,360,20,Adobe Express,proposal,2025-11-08,lost
D01454,A00535,referral,2025-11-12,120,0,Canva,negotiation,2025-12-25,lost
D01455,A00302,referral,2025-08-08,720,0,Canva,demo,2025-09-04,won
D01456,A01790,website,2025-09-22,720,0,Piktochart,demo,2025-11-19,won
D01457,A00527,website,2025-03-06,240,20,Canva,negotiation,2025-05-05,lost
D01458,A01666,website,2026-01-26,480,20,Adobe Express,negotiation,2026-02-22,won
D01459,A01597,website,2025-04-15,240,0,Canva,demo,2025-06-01,won
D01460,A01139,referral,2026-01-30,60,0,Adobe Express,negotiation,2026-03-12,lost
D01461,A00460,ads,2025-02-10,120,0,Adobe Express,negotiation,2025-02-25,lost
D01462,A00832,referral,2025-08-21,480,0,Adobe Express,negotiation,2025-09-11,won
D01463,A00505,website,2025-06-02,180,0,None,demo,2025-07-30,lost
D01464,A01332,referral,2026-02-07,120,0,Canva,proposal,2026-02-23,won
D01465,A00932,outbound,2025-11-18,240,0,Canva,demo,2026-01-02,won
D01466,A01987,ads,2025-03-04,360,10,None,demo,2025-03-22,won
D01467,A00325,referral,2025-02-17,120,10,Canva,demo,2025-03-09,lost
D01468,A00579,website,2025-07-20,720,0,Canva,demo,2025-08-27,won
D01469,A00761,website,2025-11-17,60,15,Adobe Express,demo,2025-12-14,won
D01470,A01199,ads,2025-11-21,60,0,Adobe Express,proposal,2025-12-09,won
D01471,A00851,outbound,2025-12-04,180,20,Figma,negotiation,2025-12-18,lost
D01472,A01538,ads,2025-06-25,720,20,Canva,proposal,2025-07-02,lost
D01473,A01196,referral,2025-03-23,180,10,Piktochart,negotiation,2025-04-11,lost
D01474,A00960,ads,2025-11-07,1200,25,None,demo,2025-11-23,lost
D01475,A00502,outbound,2025-04-21,60,0,Canva,proposal,2025-05-06,won
D01476,A00334,referral,2025-04-23,180,0,Canva,demo,2025-05-30,won
D01477,A00284,outbound,2025-04-13,120,20,Adobe Express,demo,2025-05-19,lost
D01478,A00475,outbound,2026-01-17,720,20,None,proposal,2026-02-05,lost
D01479,A01078,outbound,2025-05-09,1800,15,Canva,demo,2025-05-22,lost
D01480,A01482,website,2025-10-26,120,0,None,negotiation,2025-12-18,lost
D01481,A01603,website,2025-09-07,720,15,Canva,proposal,2025-10-01,lost
D01482,A01444,website,2026-02-22,180,0,Adobe Express,proposal,2026-03-28,lost
D01483,A01638,website,2025-04-13,120,10,None,negotiation,2025-06-11,lost
D01484,A00632,ads,2025-02-02,1800,0,None,proposal,2025-02-25,lost
D01485,A00703,website,2025-10-28,480,20,None,proposal,2025-12-15,lost
D01486,A00409,ads,2025-09-29,720,0,None,proposal,2025-11-26,won
D01487,A00982,outbound,2025-06-15,1800,15,Figma,proposal,2025-07-05,won
D01488,A01328,website,2025-12-03,2400,10,None,proposal,2025-12-17,lost
D01489,A01959,website,2025-01-05,180,0,Canva,proposal,2025-01-25,lost
D01490,A00559,ads,2025-08-27,2400,10,Adobe Express,negotiation,2025-09-27,lost
D01491,A00222,website,2025-05-26,360,20,None,negotiation,2025-07-07,won
D01492,A01557,ads,2025-05-23,180,0,Canva,negotiation,2025-07-10,lost
D01493,A00158,ads,2025-08-04,120,10,Adobe Express,negotiation,2025-08-23,lost
D01494,A00348,referral,2025-04-11,3600,20,Canva,demo,2025-05-05,won
D01495,A01183,website,2025-08-04,240,15,Canva,demo,2025-08-31,won
D01496,A00889,website,2025-10-30,360,20,None,proposal,2025-11-07,won
D01497,A01908,outbound,2025-11-26,1200,20,None,negotiation,2026-01-25,won
D01498,A00922,outbound,2025-07-26,240,10,Canva,demo,2025-08-06,lost
D01499,A01259,ads,2025-08-29,720,10,None,demo,2025-10-23,won
D01500,A00662,website,2025-06-27,60,20,Canva,proposal,2025-08-04,lost
D01501,A00405,outbound,2025-11-10,3600,15,Piktochart,demo,2025-12-16,lost
D01502,A01281,ads,2025-09-10,60,10,Canva,negotiation,2025-09-23,lost
D01503,A00677,website,2025-01-15,240,0,Adobe Express,demo,2025-02-11,won
D01504,A00589,outbound,2025-12-19,720,0,Canva,negotiation,2026-01-07,won
D01505,A01621,referral,2026-01-06,240,0,Adobe Express,proposal,2026-03-04,won
D01506,A00558,outbound,2025-01-23,60,10,Canva,demo,2025-02-20,won
D01507,A00905,referral,2025-12-19,720,10,None,negotiation,2026-01-03,lost
D01508,A01937,ads,2025-10-26,240,0,Canva,proposal,2025-11-11,won
D01509,A01071,website,2026-01-21,120,15,None,negotiation,2026-03-02,lost
D01510,A01237,referral,2025-09-28,720,15,Figma,demo,2025-10-25,lost
D01511,A00479,outbound,2026-01-31,3600,10,Canva,negotiation,2026-03-28,won
D01512,A00487,outbound,2025-06-01,240,10,Figma,negotiation,2025-06-23,lost
D01513,A01595,referral,2025-12-04,360,0,Canva,negotiation,2026-01-11,won
D01514,A00566,ads,2025-01-31,240,0,Adobe Express,demo,2025-03-03,lost
D01515,A01366,outbound,2025-04-07,1200,15,None,proposal,2025-05-21,won
D01516,A00524,referral,2026-01-25,180,10,Piktochart,negotiation,2026-02-20,lost
D01517,A00704,ads,2025-12-29,360,20,Canva,proposal,2026-01-13,won
D01518,A01527,referral,2025-04-23,120,15,None,proposal,2025-06-01,lost
D01519,A01030,website,2025-04-14,1800,0,Canva,proposal,2025-05-01,won
D01520,A00821,ads,2025-12-18,240,0,None,proposal,2025-12-31,won
D01521,A01168,ads,2026-01-17,360,0,Canva,demo,2026-02-04,lost
D01522,A00858,website,2025-05-17,3600,25,Canva,demo,2025-06-09,lost
D01523,A01285,outbound,2025-03-02,240,10,Adobe Express,negotiation,2025-03-18,won
D01524,A00585,website,2025-07-23,720,20,Canva,negotiation,2025-08-27,won
D01525,A00686,outbound,2025-05-20,240,0,Adobe Express,proposal,2025-07-12,lost
D01526,A00232,website,2025-08-05,480,0,None,demo,2025-09-19,won
D01527,A00270,website,2025-05-22,720,20,Piktochart,negotiation,2025-07-11,lost
D01528,A00940,ads,2025-01-26,60,0,Adobe Express,negotiation,2025-02-05,won
D01529,A01471,website,2025-01-19,120,0,Canva,negotiation,2025-02-01,won
D01530,A00874,ads,2025-05-22,3600,20,Canva,demo,2025-06-12,lost
D01531,A01246,outbound,2026-01-11,2400,20,None,negotiation,2026-03-09,won
D01532,A00052,ads,2025-04-15,480,20,Adobe Express,proposal,2025-04-22,won
D01533,A00116,ads,2025-02-18,180,20,None,demo,2025-03-16,won
D01534,A00538,website,2025-12-19,360,10,Canva,demo,2026-01-05,lost
D01535,A01589,website,2025-04-06,120,0,Canva,proposal,2025-05-25,lost
D01536,A01901,ads,2025-08-31,480,0,Adobe Express,proposal,2025-09-23,won
D01537,A00541,ads,2025-02-09,240,20,Piktochart,demo,2025-03-18,won
D01538,A01043,outbound,2025-10-26,120,0,Adobe Express,demo,2025-11-04,lost
D01539,A00815,website,2026-02-24,480,0,None,demo,2026-03-13,won
D01540,A01416,referral,2026-01-22,60,0,Adobe Express,demo,2026-03-17,won
D01541,A00791,website,2025-06-21,720,10,None,proposal,2025-07-14,lost
D01542,A01653,ads,2025-12-06,2400,15,Adobe Express,proposal,2026-02-03,lost
D01543,A00618,referral,2025-06-30,480,20,Figma,proposal,2025-08-29,lost
D01544,A00419,website,2025-11-02,1200,15,Canva,proposal,2025-12-25,lost
D01545,A00309,outbound,2025-11-24,60,15,Canva,demo,2026-01-12,lost
D01546,A01763,referral,2025-03-14,120,0,Adobe Express,proposal,2025-05-07,won
D01547,A00864,referral,2025-12-23,480,0,Canva,proposal,2026-01-11,lost
D01548,A00186,website,2025-07-13,240,10,Canva,negotiation,2025-09-01,lost
D01549,A00261,referral,2025-10-06,360,10,Figma,proposal,2025-11-04,lost
D01550,A01552,ads,2025-06-19,180,15,Canva,proposal,2025-07-13,lost
D01551,A01297,ads,2025-06-08,240,20,Canva,demo,2025-07-06,lost
D01552,A00160,referral,2026-03-04,240,15,Adobe Express,negotiation,2026-04-16,lost
D01553,A00870,referral,2026-02-10,2400,0,Piktochart,proposal,2026-03-20,lost
D01554,A00762,referral,2025-12-17,720,0,Canva,demo,2026-01-11,won
D01555,A00224,ads,2025-11-16,1800,15,Canva,negotiation,2025-11-27,lost
D01556,A01280,website,2026-02-14,240,15,Canva,proposal,2026-03-11,won
D01557,A00180,website,2026-02-27,1200,0,Adobe Express,negotiation,2026-03-06,lost
D01558,A00020,referral,2025-08-09,240,0,Canva,proposal,2025-09-07,won
D01559,A01648,website,2025-05-26,180,20,Piktochart,negotiation,2025-06-07,won
D01560,A00632,outbound,2026-01-01,1800,10,None,proposal,2026-01-13,won
D01561,A01730,ads,2025-05-29,240,15,None,demo,2025-06-20,lost
D01562,A01492,outbound,2026-02-20,720,15,Adobe Express,negotiation,2026-03-05,won
D01563,A01647,website,2025-05-14,480,0,Figma,proposal,2025-07-03,lost
D01564,A01234,website,2025-06-15,1800,10,None,negotiation,2025-07-18,won
D01565,A01537,referral,2025-10-11,480,10,Figma,demo,2025-11-23,won
D01566,A00058,website,2025-11-18,1800,20,Adobe Express,proposal,2026-01-17,lost
D01567,A01117,website,2025-08-12,360,20,Canva,demo,2025-09-08,lost
D01568,A01245,referral,2025-09-15,180,10,Canva,negotiation,2025-10-19,won
D01569,A00723,referral,2025-08-27,3600,20,Adobe Express,proposal,2025-10-08,won
D01570,A01964,ads,2025-01-14,240,0,Adobe Express,proposal,2025-02-09,lost
D01571,A01256,website,2026-02-07,480,0,None,demo,2026-03-22,lost
D01572,A01798,referral,2025-05-31,720,0,Adobe Express,demo,2025-06-07,won
D01573,A01388,referral,2025-08-25,120,0,None,negotiation,2025-09-18,won
D01574,A00615,website,2026-03-01,240,10,Adobe Express,negotiation,2026-04-29,lost
D01575,A00562,outbound,2025-05-29,3600,15,Canva,negotiation,2025-06-12,lost
D01576,A00374,ads,2026-01-15,180,20,Adobe Express,negotiation,2026-01-25,lost
D01577,A00622,referral,2025-12-26,360,20,Piktochart,demo,2026-02-02,lost
D01578,A01480,website,2025-03-11,1800,15,None,demo,2025-05-03,lost
D01579,A00088,ads,2025-01-04,360,0,Adobe Express,proposal,2025-01-20,won
