ticket_id,account_id,created_date,ticket_type,priority,resolution_hours,csat_score,ticket_summary,account_revenue
T00620,A00419,2026-02-23,bug,low,10,5,Bug reported in image upload flow causing failed imports.,300
T00621,A00421,2025-04-19,feature_request,medium,66,4,Customer requested more premium templates for social campaigns.,48
T00622,A00422,2025-02-23,feature_request,low,1,3,User asked for advanced brand kit controls.,0
T00623,A00423,2025-05-20,bug,low,12,4,Customer hit a recurring editor crash while saving a design.,36
T00624,A00425,2026-01-27,feature_request,low,16,3,Customer requested more premium templates for social campaigns.,0
T00625,A00426,2025-12-05,bug,medium,66,3,Customer hit a recurring editor crash while saving a design.,300
T00626,A00426,2025-08-21,feature_request,medium,42,2,Team requested deeper collaboration permissions.,300
T00627,A00429,2025-04-20,performance_issue,low,20,2,Customer experienced lag during export and preview.,150
T00628,A00429,2025-11-13,billing,medium,41,3,Billing issue raised after duplicate invoice appeared.,150
T00629,A00429,2025-11-06,feature_request,medium,65,2,Customer requested more premium templates for social campaigns.,150
T00630,A00431,2025-12-29,performance_issue,low,15,4,User reported slow loading times in the editor.,0
T00631,A00432,2025-11-11,bug,low,13,5,Customer hit a recurring editor crash while saving a design.,120
T00632,A00432,2026-02-22,feature_request,medium,19,2,Team requested deeper collaboration permissions.,120
T00633,A00432,2025-02-06,billing,medium,59,3,Customer asked about an unexpected billing charge.,120
T00634,A00432,2025-04-25,bug,medium,57,2,User reported export failing on large files.,120
T00635,A00433,2025-06-29,billing,low,14,4,Customer asked about an unexpected billing charge.,450
T00636,A00434,2025-11-27,feature_request,medium,16,4,Team requested deeper collaboration permissions.,120
T00637,A00434,2025-09-08,billing,high,29,2,User reported confusion about plan renewal pricing.,120
T00638,A00434,2025-12-17,bug,high,54,1,User reported export failing on large files.,120
T00639,A00435,2025-10-01,feature_request,medium,18,2,Team requested deeper collaboration permissions.,36
T00640,A00435,2025-06-20,bug,low,13,5,Customer hit a recurring editor crash while saving a design.,36
T00641,A00436,2025-03-26,bug,medium,60,2,Customer hit a recurring editor crash while saving a design.,36
T00642,A00436,2025-01-20,bug,medium,36,3,Customer hit a recurring editor crash while saving a design.,36
T00643,A00438,2025-02-01,feature_request,low,10,3,User asked for advanced brand kit controls.,24
T00644,A00438,2025-09-24,billing,low,15,4,User reported confusion about plan renewal pricing.,24
T00645,A00438,2025-06-03,bug,low,15,5,Bug reported in image upload flow causing failed imports.,24
T00646,A00438,2025-11-22,feature_request,low,13,5,Team requested deeper collaboration permissions.,24
T00647,A00438,2025-05-10,feature_request,medium,42,4,Team requested deeper collaboration permissions.,24
T00648,A00440,2025-11-29,performance_issue,high,36,1,User reported slow loading times in the editor.,450
T00649,A00443,2025-01-13,bug,low,13,3,User reported export failing on large files.,150
T00650,A00443,2026-01-21,performance_issue,medium,70,2,User reported slow loading times in the editor.,150
T00651,A00444,2025-12-01,performance_issue,medium,75,2,Customer experienced lag during export and preview.,180
T00652,A00445,2025-06-08,billing,high,64,3,Billing issue raised after duplicate invoice appeared.,120
T00653,A00445,2026-02-22,feature_request,low,7,3,Customer requested more premium templates for social campaigns.,120
T00654,A00445,2025-02-22,bug,medium,64,4,User reported export failing on large files.,120
T00655,A00445,2025-02-24,feature_request,low,3,4,Team requested deeper collaboration permissions.,120
T00656,A00445,2025-01-19,bug,medium,62,2,Customer hit a recurring editor crash while saving a design.,120
T00657,A00446,2025-02-17,bug,medium,11,2,Customer hit a recurring editor crash while saving a design.,48
T00658,A00446,2025-02-14,bug,medium,44,3,Customer hit a recurring editor crash while saving a design.,48
T00659,A00447,2025-08-05,bug,high,66,3,Customer hit a recurring editor crash while saving a design.,24
T00660,A00448,2025-04-29,feature_request,medium,43,2,Customer requested more premium templates for social campaigns.,36
T00661,A00450,2025-09-23,billing,low,22,5,User reported confusion about plan renewal pricing.,0
T00662,A00450,2026-01-09,billing,low,22,5,User reported confusion about plan renewal pricing.,0
T00663,A00451,2025-07-11,bug,low,23,4,User reported export failing on large files.,300
T00664,A00451,2025-02-25,feature_request,medium,37,4,User asked for advanced brand kit controls.,300
T00665,A00453,2026-02-24,billing,low,22,3,Customer asked about an unexpected billing charge.,36
T00666,A00454,2025-05-05,bug,medium,37,3,User reported export failing on large files.,48
T00667,A00454,2025-11-13,feature_request,medium,15,3,Team requested deeper collaboration permissions.,48
T00668,A00454,2025-04-03,billing,low,19,5,User reported confusion about plan renewal pricing.,48
T00669,A00454,2025-04-20,feature_request,medium,59,3,Team requested deeper collaboration permissions.,48
T00670,A00456,2026-01-14,performance_issue,medium,64,3,Team reported performance issues on large collaborative projects.,36
T00671,A00456,2026-03-02,billing,medium,69,4,User reported confusion about plan renewal pricing.,36
T00672,A00456,2025-08-21,bug,low,8,3,User reported export failing on large files.,36
T00673,A00456,2026-01-26,billing,high,96,2,User reported confusion about plan renewal pricing.,36
T00674,A00457,2025-09-11,performance_issue,medium,47,2,Team reported performance issues on large collaborative projects.,60
T00675,A00459,2025-04-11,bug,high,116,1,Bug reported in image upload flow causing failed imports.,12
T00676,A00459,2026-03-10,bug,low,18,4,Bug reported in image upload flow causing failed imports.,12
T00677,A00459,2026-03-04,performance_issue,medium,67,2,Team reported performance issues on large collaborative projects.,12
T00678,A00459,2025-12-04,billing,low,5,4,User reported confusion about plan renewal pricing.,12
T00679,A00461,2025-02-17,bug,medium,66,4,Customer hit a recurring editor crash while saving a design.,24
T00680,A00462,2025-05-04,bug,low,23,3,Customer hit a recurring editor crash while saving a design.,24
T00681,A00463,2026-02-10,bug,low,19,3,User reported export failing on large files.,450
T00682,A00463,2025-08-14,performance_issue,medium,85,3,User reported slow loading times in the editor.,450
T00683,A00463,2025-07-07,bug,low,14,3,Customer hit a recurring editor crash while saving a design.,450
T00684,A00464,2025-04-28,billing,medium,20,3,User reported confusion about plan renewal pricing.,300
T00685,A00464,2025-03-02,performance_issue,low,23,4,Team reported performance issues on large collaborative projects.,300
T00686,A00464,2025-03-11,feature_request,low,4,4,User asked for advanced brand kit controls.,300
T00687,A00466,2025-10-13,performance_issue,medium,33,2,Team reported performance issues on large collaborative projects.,24
T00688,A00466,2026-01-20,bug,medium,32,3,Customer hit a recurring editor crash while saving a design.,24
T00689,A00467,2025-07-25,bug,low,13,4,User reported export failing on large files.,24
T00690,A00467,2025-02-22,feature_request,medium,65,2,User asked for advanced brand kit controls.,24
T00691,A00471,2025-11-27,feature_request,low,22,5,User asked for advanced brand kit controls.,120
T00692,A00471,2025-01-03,bug,medium,54,3,User reported export failing on large files.,120
T00693,A00471,2025-12-05,bug,medium,38,3,User reported export failing on large files.,120
T00694,A00471,2026-03-07,feature_request,low,16,5,Customer requested more premium templates for social campaigns.,120
T00695,A00472,2026-01-18,billing,medium,58,3,Billing issue raised after duplicate invoice appeared.,0
T00696,A00474,2025-06-14,billing,low,5,4,Customer asked about an unexpected billing charge.,180
T00697,A00475,2025-01-13,bug,medium,15,3,Bug reported in image upload flow causing failed imports.,120
T00698,A00475,2025-01-28,bug,low,6,4,User reported export failing on large files.,120
T00699,A00477,2026-02-06,performance_issue,medium,20,3,User reported slow loading times in the editor.,48
T00700,A00479,2025-01-29,bug,low,22,5,User reported export failing on large files.,300
T00701,A00479,2025-02-07,billing,high,65,2,User reported confusion about plan renewal pricing.,300
T00702,A00479,2025-08-24,feature_request,low,3,5,Customer requested more premium templates for social campaigns.,300
T00703,A00480,2026-02-08,bug,high,95,2,Customer hit a recurring editor crash while saving a design.,180
T00704,A00480,2025-09-21,performance_issue,low,48,4,User reported slow loading times in the editor.,180
T00705,A00483,2025-01-01,performance_issue,medium,36,1,User reported slow loading times in the editor.,12
T00706,A00484,2026-01-27,feature_request,medium,25,4,Customer requested more premium templates for social campaigns.,90
T00707,A00484,2025-12-07,feature_request,low,17,4,User asked for advanced brand kit controls.,90
T00708,A00484,2026-01-27,performance_issue,low,24,4,Team reported performance issues on large collaborative projects.,90
T00709,A00484,2025-03-07,feature_request,medium,59,3,Customer requested more premium templates for social campaigns.,90
T00710,A00488,2025-02-07,bug,high,110,1,User reported export failing on large files.,0
T00711,A00489,2025-05-15,bug,medium,41,4,Bug reported in image upload flow causing failed imports.,150
T00712,A00489,2025-12-13,billing,low,4,4,User reported confusion about plan renewal pricing.,150
T00713,A00490,2025-11-18,bug,low,21,3,Customer hit a recurring editor crash while saving a design.,90
T00714,A00490,2026-01-07,bug,low,12,4,Customer hit a recurring editor crash while saving a design.,90
T00715,A00492,2025-03-12,feature_request,medium,16,4,Customer requested more premium templates for social campaigns.,48
T00716,A00492,2025-10-08,bug,low,3,5,User reported export failing on large files.,48
T00717,A00493,2025-07-30,billing,low,5,3,Customer asked about an unexpected billing charge.,48
T00718,A00495,2025-09-27,feature_request,high,120,1,Team requested deeper collaboration permissions.,12
T00719,A00498,2025-09-04,performance_issue,low,20,3,Customer experienced lag during export and preview.,0
T00720,A00499,2025-11-19,bug,low,3,5,Bug reported in image upload flow causing failed imports.,24
T00721,A00500,2026-03-01,billing,low,23,3,Customer asked about an unexpected billing charge.,240
T00722,A00500,2025-07-31,bug,low,5,3,Customer hit a recurring editor crash while saving a design.,240
T00723,A00504,2025-11-18,bug,low,4,5,Customer hit a recurring editor crash while saving a design.,240
T00724,A00506,2025-08-05,bug,low,20,3,Bug reported in image upload flow causing failed imports.,12
T00725,A00506,2025-11-17,bug,high,48,2,Bug reported in image upload flow causing failed imports.,12
T00726,A00506,2025-07-31,bug,low,19,3,Customer hit a recurring editor crash while saving a design.,12
T00727,A00506,2025-01-08,bug,low,14,4,User reported export failing on large files.,12
T00728,A00507,2026-02-05,bug,high,42,1,Bug reported in image upload flow causing failed imports.,150
T00729,A00509,2026-01-01,bug,low,22,3,Bug reported in image upload flow causing failed imports.,12
T00730,A00509,2025-12-04,feature_request,low,24,3,Customer requested more premium templates for social campaigns.,12
T00731,A00509,2026-02-08,bug,medium,51,2,Bug reported in image upload flow causing failed imports.,12
T00732,A00511,2026-02-17,billing,low,5,5,User reported confusion about plan renewal pricing.,36
T00733,A00511,2025-07-14,performance_issue,medium,75,1,Team reported performance issues on large collaborative projects.,36
T00734,A00512,2025-05-14,performance_issue,medium,60,2,Team reported performance issues on large collaborative projects.,450
T00735,A00512,2025-04-06,bug,medium,49,2,Customer hit a recurring editor crash while saving a design.,450
T00736,A00513,2025-08-01,feature_request,low,6,5,User asked for advanced brand kit controls.,24
T00737,A00514,2025-05-23,performance_issue,low,29,3,User reported slow loading times in the editor.,24
T00738,A00519,2026-01-09,billing,medium,62,4,Billing issue raised after duplicate invoice appeared.,36
T00739,A00519,2025-03-01,performance_issue,medium,70,3,User reported slow loading times in the editor.,36
T00740,A00521,2025-01-24,performance_issue,medium,58,1,Customer experienced lag during export and preview.,24
T00741,A00521,2025-12-29,performance_issue,medium,63,1,Team reported performance issues on large collaborative projects.,24
T00742,A00523,2025-09-13,performance_issue,medium,32,2,Customer experienced lag during export and preview.,180
T00743,A00523,2025-12-26,performance_issue,low,17,3,Customer experienced lag during export and preview.,180
T00744,A00523,2025-12-24,performance_issue,medium,31,3,User reported slow loading times in the editor.,180
T00745,A00525,2025-09-03,billing,high,85,3,Billing issue raised after duplicate invoice appeared.,48
T00746,A00525,2025-07-02,bug,high,30,1,Bug reported in image upload flow causing failed imports.,48
T00747,A00525,2025-03-19,billing,low,4,5,Customer asked about an unexpected billing charge.,48
T00748,A00526,2025-05-17,feature_request,high,115,3,User asked for advanced brand kit controls.,450
T00749,A00526,2025-03-01,performance_issue,low,17,3,Customer experienced lag during export and preview.,450
T00750,A00526,2025-07-22,performance_issue,low,22,4,Team reported performance issues on large collaborative projects.,450
T00751,A00526,2025-03-16,feature_request,medium,10,2,Customer requested more premium templates for social campaigns.,450
T00752,A00527,2025-06-02,bug,low,11,5,User reported export failing on large files.,60
T00753,A00527,2025-03-31,bug,high,92,1,Bug reported in image upload flow causing failed imports.,60
T00754,A00527,2025-10-29,performance_issue,low,34,3,Team reported performance issues on large collaborative projects.,60
T00755,A00528,2026-01-05,performance_issue,low,27,3,Customer experienced lag during export and preview.,0
T00756,A00530,2026-03-02,feature_request,medium,33,4,User asked for advanced brand kit controls.,120
T00757,A00530,2025-06-11,bug,low,16,5,Customer hit a recurring editor crash while saving a design.,120
T00758,A00530,2025-11-26,feature_request,high,32,3,Customer requested more premium templates for social campaigns.,120
T00759,A00531,2025-08-20,bug,high,56,3,Customer hit a recurring editor crash while saving a design.,300
T00760,A00531,2025-02-07,feature_request,low,22,3,Customer requested more premium templates for social campaigns.,300
T00761,A00532,2025-07-20,performance_issue,low,26,4,Customer experienced lag during export and preview.,12
T00762,A00532,2025-12-30,bug,medium,9,2,Bug reported in image upload flow causing failed imports.,12
T00763,A00533,2025-07-01,billing,low,14,3,User reported confusion about plan renewal pricing.,12
T00764,A00533,2025-02-23,performance_issue,low,38,3,User reported slow loading times in the editor.,12
T00765,A00535,2025-10-12,billing,medium,28,3,User reported confusion about plan renewal pricing.,12
T00766,A00536,2025-04-16,bug,low,24,3,User reported export failing on large files.,240
T00767,A00536,2025-01-22,performance_issue,medium,32,1,Customer experienced lag during export and preview.,240
T00768,A00536,2025-01-17,feature_request,high,74,1,Team requested deeper collaboration permissions.,240
T00769,A00536,2025-03-16,feature_request,low,17,5,Team requested deeper collaboration permissions.,240
T00770,A00536,2025-05-10,billing,low,6,5,Billing issue raised after duplicate invoice appeared.,240
T00771,A00537,2025-09-19,feature_request,high,95,1,User asked for advanced brand kit controls.,48
T00772,A00540,2026-02-14,bug,low,8,3,User reported export failing on large files.,48
T00773,A00540,2025-09-26,performance_issue,medium,33,2,User reported slow loading times in the editor.,48
T00774,A00541,2025-11-22,feature_request,medium,18,2,User asked for advanced brand kit controls.,150
T00775,A00541,2025-08-07,bug,low,8,5,Customer hit a recurring editor crash while saving a design.,150
T00776,A00541,2025-03-18,performance_issue,medium,60,3,User reported slow loading times in the editor.,150
T00777,A00542,2025-03-10,billing,low,1,4,Customer asked about an unexpected billing charge.,0
T00778,A00543,2025-08-18,bug,medium,16,4,User reported export failing on large files.,0
T00779,A00544,2025-03-12,bug,low,18,4,Bug reported in image upload flow causing failed imports.,36
T00780,A00547,2026-03-01,bug,high,84,2,Bug reported in image upload flow causing failed imports.,120
T00781,A00548,2025-12-16,feature_request,low,3,4,Team requested deeper collaboration permissions.,150
T00782,A00548,2025-11-10,bug,high,44,2,Bug reported in image upload flow causing failed imports.,150
T00783,A00548,2025-11-19,bug,low,14,3,Customer hit a recurring editor crash while saving a design.,150
T00784,A00549,2025-03-22,feature_request,high,65,1,Team requested deeper collaboration permissions.,48
T00785,A00551,2025-06-17,feature_request,low,24,5,User asked for advanced brand kit controls.,12
T00786,A00551,2025-12-17,feature_request,medium,50,2,Team requested deeper collaboration permissions.,12
T00787,A00551,2025-07-06,billing,medium,10,2,Customer asked about an unexpected billing charge.,12
T00788,A00552,2025-11-13,performance_issue,high,35,2,Customer experienced lag during export and preview.,120
T00789,A00553,2025-03-07,bug,medium,40,4,User reported export failing on large files.,12
T00790,A00553,2025-04-17,feature_request,low,14,3,Team requested deeper collaboration permissions.,12
T00791,A00555,2025-04-18,bug,medium,14,2,Customer hit a recurring editor crash while saving a design.,12
T00792,A00555,2025-03-10,feature_request,medium,9,3,Customer requested more premium templates for social campaigns.,12
T00793,A00555,2025-01-20,feature_request,low,8,4,Customer requested more premium templates for social campaigns.,12
T00794,A00555,2025-04-29,performance_issue,low,44,4,User reported slow loading times in the editor.,12
T00795,A00555,2025-12-16,performance_issue,low,35,2,User reported slow loading times in the editor.,12
T00796,A00556,2025-04-12,feature_request,low,21,4,User asked for advanced brand kit controls.,48
T00797,A00559,2025-10-22,billing,low,11,3,Customer asked about an unexpected billing charge.,300
T00798,A00559,2026-03-11,performance_issue,medium,71,3,Team reported performance issues on large collaborative projects.,300
T00799,A00559,2025-02-27,billing,medium,11,4,User reported confusion about plan renewal pricing.,300
T00800,A00560,2025-04-24,billing,low,23,4,Customer asked about an unexpected billing charge.,48
T00801,A00560,2025-11-10,billing,medium,62,3,User reported confusion about plan renewal pricing.,48
T00802,A00560,2026-01-08,billing,low,18,4,Billing issue raised after duplicate invoice appeared.,48
T00803,A00561,2025-05-08,feature_request,high,63,1,Customer requested more premium templates for social campaigns.,150
T00804,A00561,2025-07-11,bug,high,24,2,Customer hit a recurring editor crash while saving a design.,150
T00805,A00562,2025-01-10,feature_request,low,9,3,User asked for advanced brand kit controls.,180
T00806,A00562,2025-07-20,bug,high,36,2,Customer hit a recurring editor crash while saving a design.,180
T00807,A00562,2025-01-16,performance_issue,low,23,3,Team reported performance issues on large collaborative projects.,180
T00808,A00563,2026-02-08,performance_issue,high,106,1,Team reported performance issues on large collaborative projects.,120
T00809,A00565,2025-02-21,performance_issue,low,15,4,Customer experienced lag during export and preview.,48
T00810,A00565,2025-02-18,bug,low,24,5,Customer hit a recurring editor crash while saving a design.,48
T00811,A00566,2025-03-15,bug,medium,60,3,Bug reported in image upload flow causing failed imports.,48
T00812,A00567,2025-03-29,bug,medium,60,4,Bug reported in image upload flow causing failed imports.,12
T00813,A00567,2025-06-01,performance_issue,medium,16,3,User reported slow loading times in the editor.,12
T00814,A00567,2025-01-04,billing,medium,23,3,User reported confusion about plan renewal pricing.,12
T00815,A00569,2026-02-17,performance_issue,low,24,4,Customer experienced lag during export and preview.,24
T00816,A00575,2025-12-28,feature_request,low,20,5,User asked for advanced brand kit controls.,0
T00817,A00576,2026-01-04,feature_request,low,4,5,Customer requested more premium templates for social campaigns.,240
T00818,A00576,2026-03-05,feature_request,medium,23,3,Customer requested more premium templates for social campaigns.,240
T00819,A00577,2025-12-24,performance_issue,medium,59,2,User reported slow loading times in the editor.,450
T00820,A00577,2025-03-10,bug,high,113,1,Bug reported in image upload flow causing failed imports.,450
T00821,A00577,2025-06-16,feature_request,low,18,3,Team requested deeper collaboration permissions.,450
T00822,A00577,2025-08-22,feature_request,low,18,3,Team requested deeper collaboration permissions.,450
T00823,A00581,2025-06-05,bug,low,15,5,User reported export failing on large files.,300
T00824,A00581,2026-01-14,bug,high,68,2,User reported export failing on large files.,300
T00825,A00581,2025-06-06,feature_request,high,113,3,User asked for advanced brand kit controls.,300
T00826,A00581,2025-06-24,bug,medium,59,2,Bug reported in image upload flow causing failed imports.,300
T00827,A00581,2025-07-06,bug,medium,33,4,User reported export failing on large files.,300
T00828,A00582,2025-03-01,feature_request,medium,21,2,User asked for advanced brand kit controls.,48
T00829,A00582,2025-06-13,bug,low,6,4,Bug reported in image upload flow causing failed imports.,48
T00830,A00582,2025-08-26,billing,medium,63,2,User reported confusion about plan renewal pricing.,48
T00831,A00585,2025-01-21,bug,medium,30,3,User reported export failing on large files.,24
T00832,A00585,2025-05-22,billing,high,34,2,Billing issue raised after duplicate invoice appeared.,24
T00833,A00586,2025-01-11,feature_request,medium,10,2,User asked for advanced brand kit controls.,24
T00834,A00586,2026-02-13,billing,low,12,5,Billing issue raised after duplicate invoice appeared.,24
T00835,A00587,2026-01-24,feature_request,low,1,5,Team requested deeper collaboration permissions.,240
T00836,A00587,2026-03-05,feature_request,medium,68,2,Team requested deeper collaboration permissions.,240
T00837,A00587,2026-02-14,feature_request,medium,63,2,User asked for advanced brand kit controls.,240
T00838,A00587,2025-11-08,billing,low,5,3,Customer asked about an unexpected billing charge.,240
T00839,A00587,2025-12-21,performance_issue,medium,69,3,Customer experienced lag during export and preview.,240
T00840,A00587,2025-07-06,feature_request,low,22,5,Team requested deeper collaboration permissions.,240
T00841,A00588,2026-01-13,performance_issue,low,20,2,Customer experienced lag during export and preview.,120
T00842,A00590,2025-06-14,billing,medium,60,3,User reported confusion about plan renewal pricing.,36
T00843,A00590,2025-02-15,performance_issue,medium,94,3,User reported slow loading times in the editor.,36
T00844,A00594,2025-10-31,bug,medium,32,3,Bug reported in image upload flow causing failed imports.,48
T00845,A00596,2025-12-29,feature_request,low,8,3,User asked for advanced brand kit controls.,450
T00846,A00597,2025-07-30,bug,medium,50,3,User reported export failing on large files.,36
T00847,A00597,2026-01-28,performance_issue,medium,78,2,Team reported performance issues on large collaborative projects.,36
T00848,A00599,2025-01-01,performance_issue,medium,37,1,Team reported performance issues on large collaborative projects.,48
T00849,A00600,2025-10-20,performance_issue,high,116,1,Customer experienced lag during export and preview.,36
T00850,A00601,2025-06-28,billing,low,2,3,Billing issue raised after duplicate invoice appeared.,0
T00851,A00602,2025-03-01,bug,medium,29,2,User reported export failing on large files.,24
T00852,A00602,2025-12-30,billing,medium,33,3,Billing issue raised after duplicate invoice appeared.,24
T00853,A00603,2025-02-01,bug,low,20,4,User reported export failing on large files.,48
T00854,A00603,2025-05-20,feature_request,low,17,3,User asked for advanced brand kit controls.,48
T00855,A00604,2026-01-19,bug,high,79,3,User reported export failing on large files.,150
T00856,A00605,2025-09-17,bug,high,40,3,Bug reported in image upload flow causing failed imports.,36
T00857,A00608,2025-12-18,bug,medium,37,2,Customer hit a recurring editor crash while saving a design.,24
T00858,A00608,2025-02-24,bug,medium,43,3,Bug reported in image upload flow causing failed imports.,24
T00859,A00609,2026-01-10,performance_issue,low,15,4,Team reported performance issues on large collaborative projects.,180
T00860,A00611,2026-03-09,feature_request,medium,69,4,Team requested deeper collaboration permissions.,120
T00861,A00611,2025-02-23,billing,low,5,4,Billing issue raised after duplicate invoice appeared.,120
T00862,A00613,2025-01-25,performance_issue,low,27,4,User reported slow loading times in the editor.,12
T00863,A00613,2025-12-13,feature_request,low,7,5,User asked for advanced brand kit controls.,12
T00864,A00614,2025-09-23,bug,low,24,5,Bug reported in image upload flow causing failed imports.,0
T00865,A00614,2025-07-07,performance_issue,low,32,2,Team reported performance issues on large collaborative projects.,0
T00866,A00615,2025-11-30,feature_request,medium,58,4,Customer requested more premium templates for social campaigns.,12
T00867,A00615,2025-10-22,performance_issue,low,29,3,Customer experienced lag during export and preview.,12
T00868,A00616,2025-05-05,feature_request,low,13,5,Customer requested more premium templates for social campaigns.,240
T00869,A00616,2025-11-27,performance_issue,low,27,4,User reported slow loading times in the editor.,240
T00870,A00618,2025-09-12,feature_request,high,84,1,Team requested deeper collaboration permissions.,90
T00871,A00618,2025-10-26,bug,low,10,5,Bug reported in image upload flow causing failed imports.,90
T00872,A00619,2026-02-26,bug,high,117,3,Customer hit a recurring editor crash while saving a design.,450
T00873,A00619,2025-08-25,bug,low,9,4,Bug reported in image upload flow causing failed imports.,450
T00874,A00619,2025-05-10,feature_request,low,21,5,User asked for advanced brand kit controls.,450
T00875,A00619,2026-03-12,bug,low,9,3,User reported export failing on large files.,450
T00876,A00622,2026-03-01,performance_issue,low,37,3,User reported slow loading times in the editor.,150
T00877,A00623,2025-07-17,bug,medium,62,2,Bug reported in image upload flow causing failed imports.,12
T00878,A00623,2025-12-01,feature_request,medium,51,3,Customer requested more premium templates for social campaigns.,12
T00879,A00623,2025-10-18,performance_issue,low,25,3,User reported slow loading times in the editor.,12
T00880,A00623,2026-02-14,bug,medium,58,2,Bug reported in image upload flow causing failed imports.,12
T00881,A00623,2025-06-24,billing,low,9,3,Billing issue raised after duplicate invoice appeared.,12
T00882,A00624,2025-09-22,bug,medium,34,4,Customer hit a recurring editor crash while saving a design.,48
T00883,A00625,2026-02-20,bug,medium,14,3,Bug reported in image upload flow causing failed imports.,48
T00884,A00626,2025-08-08,feature_request,low,23,5,User asked for advanced brand kit controls.,180
T00885,A00628,2025-08-19,feature_request,low,17,4,Team requested deeper collaboration permissions.,240
T00886,A00628,2025-06-18,performance_issue,medium,55,3,Customer experienced lag during export and preview.,240
T00887,A00628,2025-09-02,billing,medium,17,3,Billing issue raised after duplicate invoice appeared.,240
T00888,A00628,2025-12-13,performance_issue,medium,60,1,User reported slow loading times in the editor.,240
T00889,A00628,2025-04-18,bug,medium,70,4,User reported export failing on large files.,240
T00890,A00629,2025-12-10,bug,low,15,5,User reported export failing on large files.,120
T00891,A00629,2025-02-18,performance_issue,medium,83,2,Team reported performance issues on large collaborative projects.,120
T00892,A00629,2025-12-03,performance_issue,low,35,2,User reported slow loading times in the editor.,120
T00893,A00630,2025-09-18,bug,medium,8,3,Bug reported in image upload flow causing failed imports.,12
T00894,A00630,2025-10-26,feature_request,low,7,4,Customer requested more premium templates for social campaigns.,12
T00895,A00631,2025-04-12,bug,low,5,3,Bug reported in image upload flow causing failed imports.,12
T00896,A00632,2025-06-14,billing,low,23,5,User reported confusion about plan renewal pricing.,180
T00897,A00632,2025-04-07,billing,low,1,3,User reported confusion about plan renewal pricing.,180
T00898,A00632,2025-06-24,performance_issue,low,42,4,User reported slow loading times in the editor.,180
T00899,A00632,2026-01-28,billing,medium,50,4,Customer asked about an unexpected billing charge.,180
T00900,A00633,2025-02-14,billing,medium,31,2,Customer asked about an unexpected billing charge.,24
T00901,A00635,2025-06-11,bug,low,22,4,User reported export failing on large files.,60
T00902,A00636,2025-05-02,bug,low,6,4,Customer hit a recurring editor crash while saving a design.,12
T00903,A00636,2025-12-30,feature_request,low,23,5,User asked for advanced brand kit controls.,12
T00904,A00636,2025-11-16,bug,medium,23,3,Customer hit a recurring editor crash while saving a design.,12
T00905,A00639,2025-11-01,billing,high,43,2,Billing issue raised after duplicate invoice appeared.,450
T00906,A00639,2025-03-13,bug,low,2,3,User reported export failing on large files.,450
T00907,A00639,2025-09-07,performance_issue,low,27,3,User reported slow loading times in the editor.,450
T00908,A00639,2026-02-10,feature_request,medium,45,3,Team requested deeper collaboration permissions.,450
T00909,A00639,2025-10-27,bug,low,11,3,User reported export failing on large files.,450
T00910,A00639,2025-06-10,bug,high,114,2,Customer hit a recurring editor crash while saving a design.,450
T00911,A00640,2025-08-20,feature_request,low,12,5,Customer requested more premium templates for social campaigns.,24
T00912,A00640,2025-01-21,bug,low,5,3,Customer hit a recurring editor crash while saving a design.,24
T00913,A00642,2025-05-09,bug,medium,22,3,User reported export failing on large files.,24
T00914,A00643,2025-06-08,bug,low,7,4,Customer hit a recurring editor crash while saving a design.,240
T00915,A00643,2025-05-21,billing,low,12,5,User reported confusion about plan renewal pricing.,240
T00916,A00643,2026-01-28,feature_request,medium,58,2,Customer requested more premium templates for social campaigns.,240
T00917,A00644,2025-10-16,bug,low,4,5,User reported export failing on large files.,48
T00918,A00644,2025-03-17,bug,medium,19,4,Customer hit a recurring editor crash while saving a design.,48
T00919,A00644,2025-06-16,feature_request,medium,9,3,Customer requested more premium templates for social campaigns.,48
T00920,A00645,2025-07-27,billing,low,15,5,Customer asked about an unexpected billing charge.,240
T00921,A00645,2025-03-18,bug,low,5,3,Bug reported in image upload flow causing failed imports.,240
T00922,A00645,2025-12-30,performance_issue,high,131,1,Team reported performance issues on large collaborative projects.,240
T00923,A00645,2025-07-17,feature_request,medium,11,3,User asked for advanced brand kit controls.,240
T00924,A00646,2025-10-13,billing,low,10,4,Billing issue raised after duplicate invoice appeared.,0
T00925,A00646,2025-12-10,bug,medium,53,2,User reported export failing on large files.,0
T00926,A00647,2025-07-09,bug,medium,40,3,Customer hit a recurring editor crash while saving a design.,24
T00927,A00648,2025-06-20,feature_request,low,11,5,Customer requested more premium templates for social campaigns.,48
T00928,A00649,2025-04-19,bug,low,5,4,Bug reported in image upload flow causing failed imports.,120
T00929,A00649,2025-01-04,feature_request,high,66,2,User asked for advanced brand kit controls.,120
T00930,A00649,2026-01-29,feature_request,medium,71,3,Team requested deeper collaboration permissions.,120
T00931,A00649,2025-06-09,feature_request,high,101,3,Customer requested more premium templates for social campaigns.,120
T00932,A00649,2025-09-07,performance_issue,medium,45,3,Customer experienced lag during export and preview.,120
T00933,A00649,2026-01-06,bug,medium,32,4,Bug reported in image upload flow causing failed imports.,120
T00934,A00649,2025-01-19,performance_issue,low,19,3,User reported slow loading times in the editor.,120
T00935,A00656,2025-07-24,performance_issue,medium,41,3,Team reported performance issues on large collaborative projects.,150
