account_id,monthly_revenue,plan_type,region,industry,churn_probability,risk_tier,estimated_monthly_revenue_at_risk,risk_threshold_default
A01776,48,pro,Latin America,ecommerce,0.7639192178380394,Critical,36.67,0.5
A01278,120,team,Latin America,tech_startup,0.3047590906438578,Medium,36.57,0.5
A01452,90,team,North America,ecommerce,0.403906383985086,Medium,36.35,0.5
A01167,450,team,North America,media,0.0805784747464697,Low,36.26,0.5
A00629,120,team,Europe,education,0.3014874650094656,Medium,36.18,0.5
A01260,60,team,Asia,tech_startup,0.6018788019766539,High,36.11,0.5
A01924,48,pro,Latin America,real_estate,0.7499642475620932,High,36.0,0.5
A00897,60,team,Europe,marketing_agency,0.6000803968685356,High,36.0,0.5
A01561,240,team,Europe,ecommerce,0.1497657649988059,Low,35.94,0.5
A00234,240,team,North America,education,0.1496084592552233,Low,35.91,0.5
A00798,300,team,North America,media,0.1194861813597059,Low,35.85,0.5
A00661,48,pro,Asia,ecommerce,0.7433729841795578,High,35.68,0.5
A00716,180,team,Latin America,marketing_agency,0.1976614726820742,Low,35.58,0.5
A01140,150,team,Latin America,media,0.2369918754503763,Low,35.55,0.5
A01619,90,team,Asia,tech_startup,0.394327645517302,Medium,35.49,0.5
A00626,180,team,Europe,media,0.1960509378147803,Low,35.29,0.5
A00588,120,team,Europe,ecommerce,0.2936707163989604,Medium,35.24,0.5
A01918,240,team,Asia,marketing_agency,0.1459100127972716,Low,35.02,0.5
A01344,120,team,Europe,media,0.2908052514571888,Medium,34.9,0.5
A01453,120,team,North America,marketing_agency,0.2899678481094044,Medium,34.8,0.5
A00770,180,team,North America,ecommerce,0.1933203267967987,Low,34.8,0.5
A00058,180,team,Asia,real_estate,0.1925736051013656,Low,34.66,0.5
A01287,90,team,Europe,tech_startup,0.3844232669974736,Medium,34.6,0.5
A00454,48,pro,North America,ecommerce,0.718320991598302,High,34.48,0.5
A00534,120,team,Asia,education,0.2864053994801197,Medium,34.37,0.5
A01706,120,team,Latin America,education,0.2858250099149773,Medium,34.3,0.5
A00701,150,team,Latin America,tech_startup,0.228226831500742,Low,34.23,0.5
A01220,120,team,North America,media,0.2841076167502558,Medium,34.09,0.5
A00339,120,team,Europe,media,0.2816681731752584,Medium,33.8,0.5
A01112,90,team,North America,tech_startup,0.3740317010274641,Medium,33.66,0.5
A01655,48,pro,Europe,marketing_agency,0.6970975209470394,High,33.46,0.5
A00067,240,team,Europe,media,0.1394109919207834,Low,33.46,0.5
A00618,90,team,North America,real_estate,0.3715503088309825,Medium,33.44,0.5
A00327,120,team,Asia,tech_startup,0.2784790758905652,Medium,33.42,0.5
A00446,48,pro,Europe,tech_startup,0.6941749690822603,High,33.32,0.5
A00471,120,team,Europe,tech_startup,0.2775171933219196,Medium,33.3,0.5
A01904,180,team,North America,marketing_agency,0.1845680006326682,Low,33.22,0.5
A00082,180,team,Europe,media,0.1845222236874638,Low,33.21,0.5
A00202,120,team,Latin America,media,0.2765524636844294,Medium,33.19,0.5
A00974,90,team,Asia,education,0.3685752335819997,Medium,33.17,0.5
A01899,90,team,North America,tech_startup,0.368171401936042,Medium,33.14,0.5
A01937,48,pro,North America,real_estate,0.6857270504881607,High,32.91,0.5
A01337,180,team,North America,education,0.1817360563186987,Low,32.71,0.5
A01759,90,team,North America,real_estate,0.3588426962462142,Medium,32.3,0.5
A00997,240,team,North America,tech_startup,0.1345536740166669,Low,32.29,0.5
A00137,48,pro,North America,marketing_agency,0.6726034052848352,High,32.28,0.5
A01463,48,pro,North America,education,0.6699213103041766,High,32.16,0.5
A00308,48,pro,Asia,marketing_agency,0.663055939257157,High,31.83,0.5
A01983,90,team,Asia,ecommerce,0.3493614704991923,Medium,31.44,0.5
A00313,240,team,Asia,real_estate,0.1305532932898921,Low,31.33,0.5
A01362,48,pro,North America,ecommerce,0.6510689160409773,High,31.25,0.5
A00738,48,pro,Asia,tech_startup,0.6488280905305105,High,31.14,0.5
A00036,180,team,Europe,marketing_agency,0.1728818808932037,Low,31.12,0.5
A01738,180,team,Asia,ecommerce,0.1727467531626818,Low,31.09,0.5
A01568,48,pro,North America,real_estate,0.6430275080689168,High,30.87,0.5
A00732,90,team,Asia,tech_startup,0.3428686700464807,Medium,30.86,0.5
A01888,180,team,Latin America,media,0.1711000085882856,Low,30.8,0.5
A01503,90,team,Asia,marketing_agency,0.3414816722824785,Medium,30.73,0.5
A00080,48,pro,North America,ecommerce,0.6389161578826478,High,30.67,0.5
A00935,48,pro,Asia,media,0.6361116891473565,High,30.53,0.5
A01307,90,team,Europe,ecommerce,0.3388507286003689,Medium,30.5,0.5
A00103,180,team,North America,ecommerce,0.1694495062881364,Low,30.5,0.5
A01208,48,pro,Asia,education,0.6351560112240803,High,30.49,0.5
A00556,48,pro,North America,real_estate,0.6330274549183732,High,30.39,0.5
A00270,90,team,North America,media,0.334207899605599,Medium,30.08,0.5
A00670,48,pro,North America,ecommerce,0.6242196494596787,High,29.96,0.5
A00108,90,team,North America,ecommerce,0.3328987146982984,Medium,29.96,0.5
A00048,90,team,North America,marketing_agency,0.3309335606695783,Medium,29.78,0.5
A01607,90,team,Latin America,ecommerce,0.3286296466950176,Medium,29.58,0.5
A01535,120,team,Europe,tech_startup,0.2462052834493671,Low,29.54,0.5
A01634,180,team,North America,ecommerce,0.1640841734296191,Low,29.54,0.5
A01417,90,team,Asia,media,0.3275728490457592,Medium,29.48,0.5
A01331,48,pro,North America,marketing_agency,0.6084703423324569,High,29.21,0.5
A01546,90,team,North America,ecommerce,0.3217403269750893,Medium,28.96,0.5
A00724,60,team,North America,real_estate,0.4791767594382982,Medium,28.75,0.5
A00092,180,team,Latin America,marketing_agency,0.1597276056080102,Low,28.75,0.5
A01313,90,team,North America,education,0.3182613253240747,Medium,28.64,0.5
A01740,120,team,Asia,media,0.2382670867901514,Low,28.59,0.5
A00350,48,pro,Europe,marketing_agency,0.5928546945607812,High,28.46,0.5
A01569,48,pro,Europe,real_estate,0.5913260898988584,High,28.38,0.5
A00980,90,team,Europe,marketing_agency,0.315278157360632,Medium,28.38,0.5
A00336,48,pro,Asia,education,0.5868084291985838,High,28.17,0.5
A00376,48,pro,North America,education,0.5855185357508104,High,28.1,0.5
A00127,120,team,Latin America,ecommerce,0.2328479329378104,Low,27.94,0.5
A00003,90,team,North America,media,0.3099125915676916,Medium,27.89,0.5
A00704,60,team,Europe,ecommerce,0.4631266318476995,Medium,27.79,0.5
A00131,90,team,Latin America,marketing_agency,0.308239757370841,Medium,27.74,0.5
A01473,180,team,Asia,education,0.1537263253400076,Low,27.67,0.5
A00834,48,pro,Asia,ecommerce,0.5761255949188966,High,27.65,0.5
A00123,180,team,Europe,tech_startup,0.1533987397929108,Low,27.61,0.5
A01180,90,team,North America,tech_startup,0.3064026654165371,Medium,27.58,0.5
A00977,300,team,Europe,education,0.0917128825832016,Low,27.51,0.5
A00492,48,pro,North America,real_estate,0.5727233574373158,High,27.49,0.5
A00361,240,team,Europe,ecommerce,0.1142257751381212,Low,27.41,0.5
A00143,240,team,Europe,marketing_agency,0.1141360827648405,Low,27.39,0.5
A00421,48,pro,Europe,tech_startup,0.570306592554064,High,27.37,0.5
A00133,48,pro,Asia,tech_startup,0.5701264595373634,High,27.37,0.5
A01451,48,pro,North America,ecommerce,0.567215883637832,High,27.23,0.5
A01975,90,team,North America,education,0.2996333120125471,Medium,26.97,0.5
A00718,36,pro,Asia,marketing_agency,0.7477487508338936,High,26.92,0.5
A01159,180,team,North America,tech_startup,0.1493059589127729,Low,26.88,0.5
A00051,90,team,North America,ecommerce,0.2983923688391863,Medium,26.86,0.5
A01952,48,pro,Asia,ecommerce,0.5574123688745867,High,26.76,0.5
A01705,36,pro,Asia,tech_startup,0.7352695866936456,High,26.47,0.5
A00490,90,team,Europe,education,0.2935372701362642,Medium,26.42,0.5
A01113,48,pro,North America,media,0.5491633795112528,High,26.36,0.5
A00634,36,pro,Asia,ecommerce,0.7315298628729727,High,26.34,0.5
A01668,48,pro,North America,ecommerce,0.5488257252070458,High,26.34,0.5
A00125,60,team,Latin America,ecommerce,0.4378742699404858,Medium,26.27,0.5
A00035,90,team,North America,media,0.2915410989146129,Medium,26.24,0.5
A01531,36,pro,North America,ecommerce,0.7282091803483927,High,26.22,0.5
A00258,36,pro,North America,tech_startup,0.72744836182319,High,26.19,0.5
A00285,240,team,Europe,education,0.1091171031081806,Low,26.19,0.5
A00887,180,team,North America,ecommerce,0.1453826393811491,Low,26.17,0.5
A00848,48,pro,North America,media,0.5445973019558815,High,26.14,0.5
A01773,36,pro,North America,ecommerce,0.7248489360425593,High,26.09,0.5
A00212,48,pro,North America,marketing_agency,0.542566321329307,High,26.04,0.5
A00524,36,pro,North America,education,0.7208060540688999,High,25.95,0.5
A01250,36,pro,Asia,marketing_agency,0.7167760092142389,High,25.8,0.5
A00595,48,pro,North America,media,0.5364545563081021,High,25.75,0.5
A00563,120,team,North America,ecommerce,0.2137785744333482,Low,25.65,0.5
A01197,60,team,Asia,marketing_agency,0.427340205596102,Medium,25.64,0.5
A00251,36,pro,Asia,real_estate,0.7109089770797955,High,25.59,0.5
A01515,90,team,Asia,education,0.2833906115568531,Medium,25.51,0.5
A01291,48,pro,North America,ecommerce,0.5309564857624035,High,25.49,0.5
A01785,36,pro,Europe,real_estate,0.7067427575757123,High,25.44,0.5
A00117,240,team,North America,marketing_agency,0.1059011227577113,Low,25.42,0.5
A00871,36,pro,North America,real_estate,0.7041178048157568,High,25.35,0.5
A00398,90,team,Europe,media,0.2816258223058727,Medium,25.35,0.5
A00096,36,pro,Europe,media,0.7035445198147203,High,25.33,0.5
A00179,60,team,North America,marketing_agency,0.4219468206562069,Medium,25.32,0.5
A00810,36,pro,Europe,tech_startup,0.7011953224472335,High,25.24,0.5
A00032,36,pro,Asia,education,0.6995046957076165,High,25.18,0.5
A01203,36,pro,North America,tech_startup,0.6978580001948257,High,25.12,0.5
A00477,48,pro,Latin America,ecommerce,0.5229502258765134,High,25.1,0.5
A00711,90,team,Latin America,media,0.2777130446145796,Medium,24.99,0.5
A00511,36,pro,Europe,real_estate,0.6925553327902421,High,24.93,0.5
A01640,60,team,Asia,ecommerce,0.4137534710977181,Medium,24.83,0.5
A00741,36,pro,North America,marketing_agency,0.6866820467869293,High,24.72,0.5
A00600,36,pro,Europe,ecommerce,0.6843727924044455,High,24.64,0.5
A01175,90,team,North America,education,0.2735282201702194,Medium,24.62,0.5
A01884,36,pro,Asia,education,0.6819353918977461,High,24.55,0.5
A01639,36,pro,Asia,ecommerce,0.6811257403156474,High,24.52,0.5
A01258,36,pro,North America,ecommerce,0.6807166714638123,High,24.51,0.5
A01560,60,team,Asia,real_estate,0.408302307644265,Medium,24.5,0.5
A00276,36,pro,Asia,tech_startup,0.6791484186444505,High,24.45,0.5
A00822,60,team,North America,ecommerce,0.4056585742493515,Medium,24.34,0.5
A01627,48,pro,Asia,tech_startup,0.5062988802650935,High,24.3,0.5
A01852,60,team,Europe,ecommerce,0.4032320792885041,Medium,24.19,0.5
A00367,240,team,Latin America,ecommerce,0.1004450811994542,Low,24.11,0.5
A01540,60,team,North America,media,0.3990435492903947,Medium,23.94,0.5
A00053,48,pro,Europe,ecommerce,0.4984283710018755,Medium,23.92,0.5
A00236,48,pro,Europe,real_estate,0.497208512009236,Medium,23.87,0.5
A00900,36,pro,North America,real_estate,0.6625948609340384,High,23.85,0.5
A01651,120,team,North America,real_estate,0.1984894784947742,Low,23.82,0.5
A00050,60,team,Asia,tech_startup,0.3962463811530543,Medium,23.77,0.5
A00412,36,pro,North America,media,0.6536270777923076,High,23.53,0.5
A00746,60,team,Asia,marketing_agency,0.390133930978362,Medium,23.41,0.5
A00105,48,pro,Europe,marketing_agency,0.4866530584935574,Medium,23.36,0.5
A00666,36,pro,North America,tech_startup,0.6470957391264824,High,23.3,0.5
A00635,60,team,Asia,ecommerce,0.3869593477151612,Medium,23.22,0.5
A00938,60,team,Asia,tech_startup,0.3855797449654459,Medium,23.13,0.5
A00566,48,pro,Asia,real_estate,0.4816269640788355,Medium,23.12,0.5
A00929,48,pro,Latin America,real_estate,0.4815247122474558,Medium,23.11,0.5
A00527,60,team,Asia,marketing_agency,0.384631684284083,Medium,23.08,0.5
A00493,48,pro,North America,ecommerce,0.4802197009120776,Medium,23.05,0.5
A01842,36,pro,Europe,marketing_agency,0.6391195403227057,High,23.01,0.5
A00999,36,pro,Europe,ecommerce,0.635752206071116,High,22.89,0.5
A00771,48,pro,North America,tech_startup,0.4758787547746924,Medium,22.84,0.5
A00962,48,pro,Latin America,real_estate,0.4739766775398005,Medium,22.75,0.5
A01820,48,pro,Asia,ecommerce,0.4738862609139657,Medium,22.75,0.5
A01760,48,pro,Europe,education,0.4701275262243864,Medium,22.57,0.5
A01006,90,team,Europe,marketing_agency,0.249688562824386,Low,22.47,0.5
A01204,36,pro,Asia,education,0.622655757591776,High,22.42,0.5
A01022,48,pro,North America,ecommerce,0.467106611289437,Medium,22.42,0.5
A00272,36,pro,Europe,education,0.6225401993730647,High,22.41,0.5
A00046,36,pro,Latin America,ecommerce,0.6201213233930891,High,22.32,0.5
A01054,60,team,Europe,marketing_agency,0.3715090213542222,Medium,22.29,0.5
A00709,48,pro,North America,marketing_agency,0.4633581016766184,Medium,22.24,0.5
A01194,36,pro,North America,tech_startup,0.6175650268314071,High,22.23,0.5
A00113,36,pro,Asia,ecommerce,0.6127578680063237,High,22.06,0.5
A00590,36,pro,Europe,ecommerce,0.6095278032493752,High,21.94,0.5
A00985,36,pro,North America,ecommerce,0.5991130987142242,High,21.57,0.5
A00915,48,pro,Europe,education,0.4487050289556628,Medium,21.54,0.5
A00620,36,pro,North America,media,0.5965988723892788,High,21.48,0.5
A01032,60,team,Europe,media,0.3580589259825792,Medium,21.48,0.5
A01548,36,pro,Europe,ecommerce,0.5947990758674712,High,21.41,0.5
A00072,48,pro,Europe,ecommerce,0.4454413323768371,Medium,21.38,0.5
A01200,48,pro,North America,media,0.4452194511542991,Medium,21.37,0.5
A01587,60,team,North America,ecommerce,0.3560638891788674,Medium,21.36,0.5
A01465,36,pro,North America,ecommerce,0.5929539153476653,High,21.35,0.5
A00967,36,pro,North America,marketing_agency,0.5919788342044394,High,21.31,0.5
A01338,90,team,Asia,media,0.2357523859810356,Low,21.22,0.5
A00659,36,pro,Asia,ecommerce,0.5887828353548836,High,21.2,0.5
A01879,48,pro,Europe,ecommerce,0.4417644042631764,Medium,21.2,0.5
A01756,90,team,Latin America,tech_startup,0.2350492362314632,Low,21.15,0.5
A01361,60,team,North America,ecommerce,0.351928943605075,Medium,21.12,0.5
A01576,60,team,Europe,education,0.3506500079597144,Medium,21.04,0.5
A01347,90,team,North America,education,0.2325691187167688,Low,20.93,0.5
A01149,36,pro,North America,marketing_agency,0.5812361233234771,High,20.92,0.5
A00740,60,team,North America,tech_startup,0.3468042213921677,Medium,20.81,0.5
A01333,48,pro,North America,education,0.4325032888606053,Medium,20.76,0.5
A01327,36,pro,Europe,education,0.5737937128293331,High,20.66,0.5
A00248,48,pro,Asia,tech_startup,0.4276663269822208,Medium,20.53,0.5
A01014,48,pro,Asia,real_estate,0.4275318671114909,Medium,20.52,0.5
A00965,60,team,North America,real_estate,0.3399203336216265,Medium,20.4,0.5
A00852,60,team,Asia,tech_startup,0.3398268275927342,Medium,20.39,0.5
A01128,36,pro,North America,tech_startup,0.5654517563934398,High,20.36,0.5
A01360,48,pro,North America,tech_startup,0.4220405861216768,Medium,20.26,0.5
A00279,48,pro,Europe,education,0.4219295295351759,Medium,20.25,0.5
A00126,60,team,North America,education,0.3365125707373029,Medium,20.19,0.5
A01601,60,team,North America,tech_startup,0.3362601766862531,Medium,20.18,0.5
A01168,60,team,North America,media,0.3350008056814364,Medium,20.1,0.5
A00951,36,pro,Asia,tech_startup,0.5566579525504869,High,20.04,0.5
A01678,48,pro,North America,tech_startup,0.4160093924235013,Medium,19.97,0.5
A00342,60,team,Asia,ecommerce,0.3321914789295668,Medium,19.93,0.5
A00355,48,pro,Europe,ecommerce,0.4149116631849681,Medium,19.92,0.5
A00494,48,pro,North America,education,0.4142194775606662,Medium,19.88,0.5
A01551,48,pro,Latin America,marketing_agency,0.4141200127605216,Medium,19.88,0.5
A01907,48,pro,Asia,real_estate,0.4128568771253483,Medium,19.82,0.5
A00223,48,pro,Asia,marketing_agency,0.4123805273056642,Medium,19.79,0.5
A01793,48,pro,Europe,marketing_agency,0.4118704415476432,Medium,19.77,0.5
A00182,60,team,North America,tech_startup,0.3289027016390641,Medium,19.73,0.5
A00282,48,pro,North America,real_estate,0.40919894125453,Medium,19.64,0.5
A00767,60,team,North America,marketing_agency,0.3273036736558793,Medium,19.64,0.5
A00165,48,pro,Europe,marketing_agency,0.4088142476721092,Medium,19.62,0.5
A00054,36,pro,Asia,marketing_agency,0.5447796376422106,High,19.61,0.5
A01581,48,pro,Europe,education,0.4074334618873317,Medium,19.56,0.5
A01264,48,pro,North America,ecommerce,0.4067120026879482,Medium,19.52,0.5
A00268,48,pro,North America,marketing_agency,0.4063687024807446,Medium,19.51,0.5
A00448,36,pro,North America,education,0.537916155414336,High,19.36,0.5
A01644,36,pro,North America,tech_startup,0.5377023811010804,High,19.36,0.5
A01890,48,pro,Europe,education,0.4032591016154532,Medium,19.36,0.5
A00697,48,pro,Latin America,marketing_agency,0.4028348296969513,Medium,19.34,0.5
A01566,48,pro,North America,tech_startup,0.4021428600117394,Medium,19.3,0.5
A01304,48,pro,North America,media,0.4019248302196779,Medium,19.29,0.5
A01048,60,team,Asia,media,0.3213400283565376,Medium,19.28,0.5
A01863,48,pro,Europe,ecommerce,0.4001620115809738,Medium,19.21,0.5
A00170,36,pro,Latin America,marketing_agency,0.5332302393627465,High,19.2,0.5
A00730,48,pro,North America,tech_startup,0.3995920408992579,Medium,19.18,0.5
A01942,36,pro,North America,real_estate,0.5324676708331325,High,19.17,0.5
A00154,60,team,Asia,ecommerce,0.3192662378108084,Medium,19.16,0.5
A01559,60,team,North America,ecommerce,0.3179884888143604,Medium,19.08,0.5
A00644,48,pro,North America,education,0.3954893049576225,Medium,18.98,0.5
A01669,48,pro,North America,ecommerce,0.3952889823786014,Medium,18.97,0.5
A00107,48,pro,North America,real_estate,0.394764973266342,Medium,18.95,0.5
A01481,36,pro,North America,tech_startup,0.5245123478295154,High,18.88,0.5
A01445,48,pro,Asia,ecommerce,0.3932767436804652,Medium,18.88,0.5
A01898,60,team,North America,ecommerce,0.3135867294283057,Medium,18.82,0.5
A01367,36,pro,Asia,education,0.5225177208862458,High,18.81,0.5
A00847,48,pro,North America,tech_startup,0.3918904246297399,Medium,18.81,0.5
A01936,48,pro,Asia,ecommerce,0.3914751433840219,Medium,18.79,0.5
A01923,36,pro,North America,tech_startup,0.5216236863601919,High,18.78,0.5
A01743,48,pro,North America,education,0.3911391810486976,Medium,18.77,0.5
A01472,60,team,Europe,education,0.311442423206927,Medium,18.69,0.5
A00565,48,pro,North America,education,0.3886619964427397,Medium,18.66,0.5
A01490,48,pro,Asia,marketing_agency,0.3882349304731023,Medium,18.64,0.5
A00162,36,pro,Europe,tech_startup,0.515101580723541,High,18.54,0.5
A00780,48,pro,North America,ecommerce,0.3862145883863849,Medium,18.54,0.5
A00019,36,pro,Asia,tech_startup,0.5143509213900839,High,18.52,0.5
A01350,24,pro,North America,education,0.7690005395057539,Critical,18.46,0.5
A00808,48,pro,Europe,marketing_agency,0.3832638457007616,Medium,18.4,0.5
A00184,90,team,North America,education,0.203614660105822,Low,18.33,0.5
A00944,48,pro,Europe,media,0.3808860186828063,Medium,18.28,0.5
A01031,36,pro,Europe,education,0.5066738661803658,High,18.24,0.5
A00684,36,pro,Latin America,tech_startup,0.5042732475373788,High,18.15,0.5
A00083,60,team,North America,marketing_agency,0.3019709666480494,Medium,18.12,0.5
A00995,48,pro,North America,real_estate,0.3767029388223097,Medium,18.08,0.5
A01632,48,pro,North America,tech_startup,0.3762385132349291,Medium,18.06,0.5
A01427,48,pro,Asia,marketing_agency,0.3732805530585485,Medium,17.92,0.5
A01877,48,pro,North America,tech_startup,0.372047895133598,Medium,17.86,0.5
A01608,48,pro,Asia,real_estate,0.3719169546485858,Medium,17.85,0.5
A00841,36,pro,Europe,marketing_agency,0.49528529769363,Medium,17.83,0.5
A00525,48,pro,Asia,real_estate,0.3697796443640865,Medium,17.75,0.5
A00002,36,pro,North America,ecommerce,0.4915078276040588,Medium,17.69,0.5
A00748,60,team,North America,tech_startup,0.2947796527300058,Medium,17.69,0.5
A00380,60,team,North America,tech_startup,0.294754270214236,Medium,17.69,0.5
A01826,48,pro,North America,education,0.3673471163157411,Medium,17.63,0.5
A00160,48,pro,North America,marketing_agency,0.3672730791928303,Medium,17.63,0.5
A00779,60,team,North America,ecommerce,0.2938714227541382,Medium,17.63,0.5
A01831,36,pro,Europe,education,0.4883674101753581,Medium,17.58,0.5
A01285,60,team,Europe,ecommerce,0.292031959402328,Medium,17.52,0.5
A01677,48,pro,Latin America,tech_startup,0.3626901790138377,Medium,17.41,0.5
A00954,48,pro,North America,real_estate,0.3620479617523346,Medium,17.38,0.5
A00328,48,pro,North America,tech_startup,0.3597985216789354,Medium,17.27,0.5
A00578,24,pro,Europe,marketing_agency,0.7192365497002746,High,17.26,0.5
A00664,36,pro,Asia,ecommerce,0.4793397344659847,Medium,17.26,0.5
A01373,90,team,North America,tech_startup,0.1916301257787875,Low,17.25,0.5
A00994,36,pro,North America,media,0.4779820573183382,Medium,17.21,0.5
A00007,48,pro,North America,media,0.3574892317066484,Medium,17.16,0.5
A01589,48,pro,Latin America,real_estate,0.3572577417411936,Medium,17.15,0.5
A01487,48,pro,North America,marketing_agency,0.3556907725179893,Medium,17.07,0.5
A01045,48,pro,North America,tech_startup,0.355579092809997,Medium,17.07,0.5
A01855,24,pro,North America,ecommerce,0.7106592744708606,High,17.06,0.5
A01254,24,pro,North America,real_estate,0.7089931034067419,High,17.02,0.5
A01123,36,pro,North America,real_estate,0.4726795166344107,Medium,17.02,0.5
A01497,48,pro,Europe,ecommerce,0.3532669640596758,Medium,16.96,0.5
A01859,24,pro,North America,ecommerce,0.7064273073532572,High,16.95,0.5
A00253,24,pro,North America,education,0.7060156851726881,High,16.94,0.5
A01390,48,pro,North America,media,0.3526160006237863,Medium,16.93,0.5
A01438,180,team,North America,media,0.0935153616896115,Low,16.83,0.5
A01276,48,pro,Europe,real_estate,0.3503528901577978,Medium,16.82,0.5
A00090,36,pro,Latin America,real_estate,0.4664822510450362,Medium,16.79,0.5
A00420,48,pro,North America,marketing_agency,0.3498158950846304,Medium,16.79,0.5
A01824,36,pro,North America,education,0.4661799408350766,Medium,16.78,0.5
A00993,48,pro,Latin America,marketing_agency,0.3492866192920608,Medium,16.77,0.5
A01610,24,pro,North America,ecommerce,0.6980367648391901,High,16.75,0.5
A00371,48,pro,Europe,ecommerce,0.348899472981192,Medium,16.75,0.5
A00298,36,pro,North America,media,0.4643385463405997,Medium,16.72,0.5
A01251,48,pro,Asia,education,0.3481756252074162,Medium,16.71,0.5
A01702,48,pro,Asia,media,0.3478432746017048,Medium,16.7,0.5
A00537,48,pro,Europe,tech_startup,0.3477311583912985,Medium,16.69,0.5
A01911,48,pro,North America,marketing_agency,0.3474718868525803,Medium,16.68,0.5
A01686,36,pro,Europe,ecommerce,0.4627738605670878,Medium,16.66,0.5
A01662,24,pro,Asia,marketing_agency,0.6934829968332202,High,16.64,0.5
A00987,36,pro,Europe,ecommerce,0.4615247043052957,Medium,16.61,0.5
A01987,48,pro,Europe,ecommerce,0.3450491398665058,Medium,16.56,0.5
A01357,24,pro,Latin America,real_estate,0.6873806551670675,High,16.5,0.5
A00148,36,pro,North America,ecommerce,0.4582939698745643,Medium,16.5,0.5
A00415,36,pro,North America,marketing_agency,0.4568280616535241,Medium,16.45,0.5
A01143,48,pro,Europe,tech_startup,0.3412789222997891,Medium,16.38,0.5
A01422,48,pro,Europe,media,0.3410967705018982,Medium,16.37,0.5
A01443,48,pro,Europe,tech_startup,0.3394088557803625,Medium,16.29,0.5
A01958,48,pro,North America,ecommerce,0.3393811597174574,Medium,16.29,0.5
A01741,48,pro,Latin America,marketing_agency,0.3393336424822635,Medium,16.29,0.5
A00295,48,pro,Asia,ecommerce,0.3389371234613504,Medium,16.27,0.5
A01625,60,team,North America,ecommerce,0.2708049213792884,Medium,16.25,0.5
A00839,48,pro,North America,education,0.3381997762996832,Medium,16.23,0.5
A00913,36,pro,Asia,tech_startup,0.4493702520231473,Medium,16.18,0.5
A00157,48,pro,Europe,marketing_agency,0.3355229353090863,Medium,16.11,0.5
A00403,24,pro,Asia,real_estate,0.6708051056278004,High,16.1,0.5
A00736,36,pro,North America,real_estate,0.4458406662562967,Medium,16.05,0.5
A01774,48,pro,North America,ecommerce,0.3342270797547874,Medium,16.04,0.5
A01237,48,pro,Europe,tech_startup,0.3336921573714735,Medium,16.02,0.5
A00457,60,team,North America,education,0.2657671527156883,Medium,15.95,0.5
A01866,36,pro,Latin America,marketing_agency,0.4424107772410305,Medium,15.93,0.5
A00522,36,pro,North America,education,0.4419436812711803,Medium,15.91,0.5
A01318,48,pro,North America,marketing_agency,0.3300604790148276,Medium,15.84,0.5
A01556,48,pro,North America,media,0.3291552607077712,Medium,15.8,0.5
A00544,36,pro,North America,tech_startup,0.4372813252304009,Medium,15.74,0.5
A01440,36,pro,North America,education,0.4370178162846432,Medium,15.73,0.5
A00377,48,pro,Europe,marketing_agency,0.3262727032842267,Medium,15.66,0.5
A00867,48,pro,Europe,media,0.3253910769893922,Medium,15.62,0.5
A00540,48,pro,Europe,marketing_agency,0.3251972942616856,Medium,15.61,0.5
A00699,24,pro,North America,marketing_agency,0.6500681968808267,High,15.6,0.5
A01966,24,pro,North America,ecommerce,0.6495053305866011,High,15.59,0.5
A00329,48,pro,Europe,tech_startup,0.3248276334640027,Medium,15.59,0.5
A01929,36,pro,North America,education,0.4323579609836591,Medium,15.56,0.5
A01061,48,pro,Asia,marketing_agency,0.3223367550674808,Medium,15.47,0.5
A00975,36,pro,Europe,tech_startup,0.4289339160184663,Medium,15.44,0.5
A01828,48,pro,Latin America,ecommerce,0.3204072936202387,Medium,15.38,0.5
A00519,36,pro,Asia,tech_startup,0.4257297739311232,Medium,15.33,0.5
A00190,60,team,Asia,education,0.255362686682665,Medium,15.32,0.5
A00593,36,pro,Europe,media,0.4252827138347725,Medium,15.31,0.5
A01406,36,pro,Asia,tech_startup,0.4250084197388583,Medium,15.3,0.5
A00919,36,pro,Europe,ecommerce,0.4244024441574163,Medium,15.28,0.5
A01542,48,pro,North America,education,0.3183374499736542,Medium,15.28,0.5
A01293,24,pro,North America,media,0.6349945370622136,High,15.24,0.5
A01586,36,pro,Europe,real_estate,0.4230147745759712,Medium,15.23,0.5
A00988,48,pro,North America,marketing_agency,0.3173468484613793,Medium,15.23,0.5
A01537,48,pro,Europe,ecommerce,0.3161899486317731,Medium,15.18,0.5
A00360,24,pro,North America,media,0.6306468877542267,High,15.14,0.5
A01746,48,pro,Latin America,education,0.3144124385282619,Medium,15.09,0.5
A00943,24,pro,Europe,ecommerce,0.6280898738416376,High,15.07,0.5
A00142,36,pro,North America,real_estate,0.4181111716715736,Medium,15.05,0.5
A00293,48,pro,Europe,marketing_agency,0.3136142392111979,Medium,15.05,0.5
A01873,48,pro,North America,tech_startup,0.3131429700338504,Medium,15.03,0.5
A00453,36,pro,Europe,ecommerce,0.4162704144813476,Medium,14.99,0.5
A00334,24,pro,Latin America,tech_startup,0.6236677961323378,High,14.97,0.5
A00211,36,pro,North America,media,0.4157144619469072,Medium,14.97,0.5
A01378,36,pro,North America,education,0.4152100103842333,Medium,14.95,0.5
A01739,24,pro,Asia,ecommerce,0.6213872681125117,High,14.91,0.5
